Time,Job Time,Chem 1 Conc - C1,Chem 2 Tote Conc - C2,Chem 3 Tote Conc - C3,Chem4 Conc - C4,Chem 5 Conc - C5,Chem 6 Conc - C6,Chem 7 Conc - C7,Chem 8 Conc - C8,Chem 9 Conc - C9,Chem 10 Conc - C10,Chem 1 Total - C1,Chem 2 Tote Total - C2,Chem 3 Tote - C3,Chem 4 Total - C4,Chem 5 - C5 Total,Chem 6 Total - C6,Chem 7 Total - C7,Chem 8 Total - C8,Chem 9  Total - C9,Chem 10 Total - C10,H1 Conc,BU Gel Conc,Primay Gel Conc,H1 Total,H2Total,Primary Gel Total,Surf Stage Number,Well Side PSI,Pump Side PSI,Combined Clean Rate,Combined Slurry Rate,Combined Clean Total,Combined Slurry Total,Wellhead Inline PPA,Wellhead Blender PPA,Wellhead Screw PPA,Screw Prop Total,Blender Prop Total,Inline Prop Total,Meas'd Btmh Press,Btm Prop Conc,Prop Stage Tot,Slurry Stage Tot,Wellbore Volume
(min) ,(date time), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal), (gal), (gal), (gal), (gal), (gal), (gal), (gal), (gal), (gal), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal), (gal), (gal), , (psi), (psi), (bpm), (bpm), (bbls), (bbls), (lbm/gal), (lbm/gal), (lbm/gal), (lbs), (lbs), (lbs), (psi), (ppg), (klbs), (bbls), (bbls)
44.08283,8/5/19 9:30,0,0,0,0,0,1.01,0,1.01,0,0.75,0,0,0,0,0,115.71,0,157.05,0,11.58,0,0,0,0,0,0,9,11072.47,11169.71,92.54,91,2876.74,2943.58,1.49,1.06,1.16,72323.65,68325.62,91886.7,14667.14,1.14,19.73,416.33,334.4
44.0995,8/5/19 9:30,0,0,0,0,0,1.01,0,1.01,0,0.75,0,0,0,0,0,115.77,0,157.05,0,11.59,0,0,0,0,0,0,9,11068.93,11173.18,92.37,90.9,2878.12,2944.95,1.48,1.06,1.16,72398.57,68394.38,91983.09,14669.24,1.14,19.8,417.85,334.4
44.11617,8/5/19 9:30,0,0,0,0,0,1,0,0.99,0,0.75,0,0,0,0,0,115.84,0,157.18,0,11.68,0,0,0,0,0,0,9,11082.94,11187.97,90.26,90.67,2880.03,2946.76,1.5,1.08,1.19,72473.78,68462.95,92078.78,14678.11,1.15,19.87,419.36,334.4
44.13283,8/5/19 9:30,0,0,0,0,0,1,0,0.99,0,0.75,0,0,0,0,0,115.9,0,157.18,0,11.68,0,0,0,0,0,0,9,11066.09,11179.75,88.76,90.64,2881.38,2948.13,1.51,1.1,1.31,72552.48,68531.12,92173.6,14685.48,1.16,19.94,420.87,334.4
44.1495,8/5/19 9:30,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,115.96,0,157.24,0,11.73,0,0,0,0,0,0,9,11073.98,11189.51,88.74,90.74,2882.64,2949.49,1.49,1.1,1.34,72635.05,68599.17,92267.37,14684.36,1.17,20.02,422.39,334.4
44.16616,8/5/19 9:30,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,116.02,0,157.24,0,11.73,0,0,0,0,0,0,9,11053.46,11167.02,88.08,90.87,2884.37,2951.3,1.49,1.12,1.37,72718.91,68667.53,92359.85,14676.54,1.2,20.1,423.9,334.4
44.18283,8/5/19 9:30,0,0,0,0,0,1,0,0.99,0,0.75,0,0,0,0,0,116.03,0,157.42,0,11.87,0,0,0,0,0,0,9,11071.61,11205.63,88.87,90.85,2885.81,2952.68,1.47,1.12,1.37,72803.84,68736.45,92451.56,14669.82,1.22,20.18,425.41,334.4
44.1995,8/5/19 9:30,0,0,0,0,0,0.99,0,0.99,0,0.75,0,0,0,0,0,116.09,0,157.43,0,11.87,0,0,0,0,0,0,9,11055.68,11177.53,89.1,90.9,2887.15,2954.05,1.48,1.12,1.38,72889.66,68805.96,92543.22,14668.95,1.23,20.26,426.93,334.4
44.21616,8/5/19 9:30,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,116.21,0,157.49,0,11.92,0,0,0,0,0,0,9,11026.65,11143.44,89.18,90.8,2888.82,2955.84,1.49,1.13,1.39,72976.26,68875.89,92635.55,14659.08,1.23,20.34,428.44,334.4
44.23283,8/5/19 9:30,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,116.28,0,157.49,0,11.92,0,0,0,0,0,0,9,11017.54,11128.63,88.3,90.59,2890.18,2957.22,1.51,1.16,1.41,73063.34,68946.61,92728.78,14641.14,1.21,20.42,429.95,334.4
44.2495,8/5/19 9:30,0,0,0,0,0,1,0,1,0,0.74,0,0,0,0,0,116.28,0,157.68,0,12.05,0,0,0,0,0,0,9,11043.43,11147.14,86.43,90.58,2891.51,2958.59,1.55,1.19,1.45,73150.76,69018.25,92822.38,14640.31,1.2,20.51,431.46,334.4
44.26616,8/5/19 9:30,0,0,0,0,0,1,0,1,0,0.74,0,0,0,0,0,116.34,0,157.68,0,12.06,0,0,0,0,0,0,9,11026.87,11120.04,84.8,90.64,2893.2,2960.39,1.57,1.22,1.48,73238.55,69090.36,92916.02,14649.21,1.19,20.59,432.97,334.4
44.28283,8/5/19 9:30,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,116.4,0,157.74,0,12.1,0,0,0,0,0,0,9,11046.56,11148.48,84.86,90.64,2894.48,2961.76,1.56,1.22,1.48,73326.46,69162.68,93009.41,14651.65,1.18,20.68,434.48,334.4
44.2995,8/5/19 9:30,0,0,0,0,0,1.01,0,1,0,0.75,0,0,0,0,0,116.53,0,157.74,0,12.11,0,0,0,0,0,0,9,11036.04,11133.8,85.01,90.59,2895.76,2963.12,1.54,1.23,1.48,73414.47,69235.29,93102.19,14654.96,1.17,20.77,436,334.4
44.31616,8/5/19 9:30,0,0,0,0,0,1.01,0,1.01,0,0.75,0,0,0,0,0,116.53,0,157.87,0,12.2,0,0,0,0,0,0,9,11059.28,11157.77,87.06,90.58,2897.52,2964.92,1.5,1.21,1.45,73502.62,69308.29,93193.88,14661.66,1.16,20.85,437.51,334.4
44.33283,8/5/19 9:30,0,0,0,0,0,1,0,1.01,0,0.75,0,0,0,0,0,116.59,0,157.87,0,12.2,0,0,0,0,0,0,9,11057.92,11150.96,88.08,90.69,2898.87,2966.3,1.48,1.2,1.43,73590.9,69381.79,93284.98,14670.26,1.15,20.94,439.02,334.4
44.34949,8/5/19 9:30,0,0,0,0,0,1,0,1,0,0.76,0,0,0,0,0,116.65,0,157.99,0,12.29,0,0,0,0,0,0,9,11064.78,11185.51,88.17,90.76,2900.13,2967.66,1.49,1.2,1.43,73679.24,69455.81,93376.41,14675.11,1.15,21.02,440.53,334.4
44.36616,8/5/19 9:30,0,0,0,0,0,1,0,1,0,0.76,0,0,0,0,0,116.72,0,158,0,12.29,0,0,0,0,0,0,9,11067.78,11200.69,89.1,90.77,2901.88,2969.47,1.47,1.2,1.42,73767.65,69530.16,93468.11,14676.75,1.14,21.11,442.04,334.4
44.38283,8/5/19 9:30,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,116.78,0,158.12,0,12.39,0,0,0,0,0,0,9,11074.64,11208.08,90.7,90.77,2903.37,2970.85,1.44,1.19,1.4,73856.3,69604.9,93559.69,14681.27,1.13,21.19,443.55,334.4
44.39949,8/5/19 9:30,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,116.84,0,158.12,0,12.39,0,0,0,0,0,0,9,11054.84,11184.98,91.12,90.84,2904.74,2972.22,1.41,1.18,1.39,73945.05,69680.21,93650.84,14680.33,1.13,21.28,445.06,334.4
44.41616,8/5/19 9:30,0,0,0,0,0,1,0,0.99,0,0.75,0,0,0,0,0,116.9,0,158.24,0,12.48,0,0,0,0,0,0,9,11030.18,11150.05,91.16,90.72,2906.43,2974.01,1.4,1.19,1.39,74033.76,69755.76,93740.88,14666.01,1.13,21.36,446.58,334.4
44.43283,8/5/19 9:30,0,0,0,0,0,1.01,0,0.99,0,0.75,0,0,0,0,0,116.97,0,158.25,0,12.48,0,0,0,0,0,0,9,11013.67,11128.19,91.59,90.66,2907.84,2975.39,1.38,1.19,1.39,74122.64,69831.38,93829.97,14646.57,1.13,21.44,448.09,334.4
44.44949,8/5/19 9:30,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,117.03,0,158.37,0,12.58,0,0,0,0,0,0,9,11015.72,11123.69,93.07,90.74,2909.35,2976.76,1.36,1.17,1.37,74211.55,69907.4,93918.34,14634.22,1.14,21.52,449.6,334.4
44.46616,8/5/19 9:30,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,117.09,0,158.37,0,12.58,0,0,0,0,0,0,9,10995.69,11083.95,93.77,90.68,2911.22,2978.56,1.37,1.16,1.36,74300.52,69983.58,94006.92,14626.22,1.15,21.6,451.11,334.4
44.48283,8/5/19 9:30,0,0,0,0,0,1.01,0,0.99,0,0.75,0,0,0,0,0,117.16,0,158.49,0,12.67,0,0,0,0,0,0,9,11011.88,11102.91,93.92,90.73,2912.52,2979.93,1.39,1.16,1.35,74389.38,70059.75,94097.08,14620.63,1.15,21.68,452.63,334.4
44.49949,8/5/19 9:30,0,0,0,0,0,0.99,0,0.99,0,0.75,0,0,0,0,0,117.22,0,158.5,0,12.67,0,0,0,0,0,0,9,11015.58,11106.4,94.07,90.74,2913.93,2981.3,1.41,1.17,1.35,74478.19,70136.19,94188.74,14624.36,1.17,21.76,454.14,334.4
44.51616,8/5/19 9:30,0,0,0,0,0,0.99,0,1,0,0.75,0,0,0,0,0,117.28,0,158.62,0,12.76,0,0,0,0,0,0,9,11031.44,11128.06,93.25,90.91,2915.9,2983.11,1.43,1.19,1.36,74567.14,70213.14,94281.5,14632.51,1.19,21.84,455.65,334.4
44.53283,8/5/19 9:30,0,0,0,0,0,0.99,0,1,0,0.75,0,0,0,0,0,117.28,0,158.62,0,12.77,0,0,0,0,0,0,9,11054,11158.08,92.46,91.02,2917.31,2984.49,1.45,1.21,1.37,74656.1,70290.56,94374.91,14643,1.2,21.93,457.17,334.4
44.54949,8/5/19 9:30,0,0,0,0,0,1,0,1,0,0.76,0,0,0,0,0,117.34,0,158.74,0,12.86,0,0,0,0,0,0,9,11073.71,11176.1,92.59,90.93,2918.6,2985.85,1.45,1.21,1.37,74744.99,70368.7,94468.52,14660.83,1.21,22.01,458.68,334.4
44.56616,8/5/19 9:31,0,0,0,0,0,1.01,0,1,0,0.76,0,0,0,0,0,117.47,0,158.75,0,12.86,0,0,0,0,0,0,9,11093.62,11209.95,91.56,90.64,2920.39,2987.65,1.47,1.24,1.39,74833.98,70447.34,94562.32,14684.75,1.21,22.09,460.2,334.4
44.58282,8/5/19 9:31,0,0,0,0,0,1,0,1.01,0,0.75,0,0,0,0,0,117.53,0,158.81,0,12.91,0,0,0,0,0,0,9,11111.13,11230.23,88.82,90.5,2921.8,2989.03,1.53,1.28,1.43,74923.11,70526.6,94656.57,14711.42,1.2,22.17,461.71,334.4
44.59949,8/5/19 9:31,0,0,0,0,0,1,0,1.01,0,0.75,0,0,0,0,0,117.53,0,158.81,0,12.91,0,0,0,0,0,0,9,11106.62,11229.54,87.86,90.63,2923.12,2990.39,1.58,1.3,1.45,75012.2,70606.16,94751.94,14728.51,1.19,22.26,463.22,334.4
44.61616,8/5/19 9:31,0,0,0,0,0,1,0,1.01,0,0.75,0,0,0,0,0,117.59,0,158.99,0,13.04,0,0,0,0,0,0,9,11103.58,11238.13,87.9,90.66,2924.84,2992.19,1.61,1.3,1.45,75101.19,70685.87,94849.2,14728.78,1.19,22.34,464.73,334.4
44.63282,8/5/19 9:31,0,0,0,0,0,1,0,1.01,0,0.75,0,0,0,0,0,117.66,0,159,0,13.05,0,0,0,0,0,0,9,11096.29,11223.5,87.17,90.76,2926.16,2993.57,1.65,1.32,1.46,75190.17,70765.7,94948.32,14721.83,1.18,22.43,466.24,334.4
44.64949,8/5/19 9:31,0,0,0,0,0,0.99,0,1.01,0,0.75,0,0,0,0,0,117.78,0,159.06,0,13.09,0,0,0,0,0,0,9,11093.51,11223.58,87.1,90.77,2927.47,2994.94,1.66,1.32,1.46,75279.11,70845.98,95048.98,14714.82,1.18,22.51,467.75,334.4
44.66616,8/5/19 9:31,0,0,0,0,0,0.99,0,1.01,0,0.75,0,0,0,0,0,117.78,0,159.06,0,13.1,0,0,0,0,0,0,9,11076.54,11196.82,88.31,90.69,2929.23,2996.74,1.64,1.3,1.44,75368.02,70926.63,95150.27,14707.41,1.18,22.6,469.26,334.4
44.68282,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,117.84,0,159.24,0,13.23,0,0,0,0,0,0,9,11077.96,11189.03,88.47,90.79,2930.55,2998.12,1.64,1.3,1.44,75457.01,71007.13,95251.87,14699.29,1.17,22.68,470.77,334.4
44.69949,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,117.91,0,159.25,0,13.24,0,0,0,0,0,0,9,11045.63,11154.94,89.97,90.87,2931.91,2999.48,1.61,1.28,1.41,75546.06,71087.63,95353.52,14686.49,1.16,22.77,472.29,334.4
44.71616,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,117.97,0,159.31,0,13.28,0,0,0,0,0,0,9,11045.27,11138.01,91.91,90.9,2933.8,3001.29,1.58,1.25,1.38,75635.12,71168.08,95455.15,14668.14,1.14,22.85,473.8,334.4
44.73282,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,118.03,0,159.31,0,13.29,0,0,0,0,0,0,9,11063.78,11151.68,92.35,90.87,2935.21,3002.67,1.59,1.25,1.38,75724.18,71248.7,95556.92,14663.43,1.13,22.93,475.32,334.4
44.74949,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,118.1,0,159.43,0,13.38,0,0,0,0,0,0,9,11075.21,11168.87,92.43,90.8,2936.51,3004.03,1.6,1.25,1.38,75813.28,71329.29,95659.7,14676.95,1.13,23.02,476.83,334.4
44.76616,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,118.16,0,159.44,0,13.38,0,0,0,0,0,0,9,11092.14,11202.37,92.79,90.82,2938.32,3005.83,1.6,1.25,1.37,75902.42,71410.23,95763.27,14693.32,1.13,23.1,478.35,334.4
44.78282,8/5/19 9:31,0,0,0,0,0,0.99,0,1,0,0.75,0,0,0,0,0,118.22,0,159.56,0,13.47,0,0,0,0,0,0,9,11095.29,11201.55,93.46,90.92,2939.87,3007.22,1.59,1.24,1.36,75991.49,71491.15,95867.2,14705.23,1.12,23.18,479.86,334.4
44.79949,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,118.28,0,159.56,0,13.47,0,0,0,0,0,0,9,11096.83,11199.56,93.68,90.92,2941.28,3008.59,1.58,1.24,1.36,76080.58,71572.09,95971.05,14709.7,1.12,23.26,481.37,334.4
44.81615,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,118.35,0,159.68,0,13.56,0,0,0,0,0,0,9,11119.4,11229.96,93.74,91.02,2943.01,3010.39,1.58,1.24,1.36,76169.63,71653.34,96074.85,14715.08,1.12,23.34,482.89,334.4
44.83282,8/5/19 9:31,0,0,0,0,0,1,0,0.99,0,0.75,0,0,0,0,0,118.41,0,159.69,0,13.57,0,0,0,0,0,0,9,11107.58,11229.58,94.07,90.9,2944.46,3011.77,1.58,1.24,1.36,76258.79,71734.71,96178.65,14723.67,1.13,23.42,484.41,334.4
44.84949,8/5/19 9:31,0,0,0,0,0,0.99,0,1,0,0.75,0,0,0,0,0,118.47,0,159.75,0,13.61,0,0,0,0,0,0,9,11095.54,11229.12,94.43,90.65,2945.99,3013.13,1.58,1.22,1.35,76348.01,71816.1,96282.68,14724.24,1.13,23.5,485.92,334.4
44.86615,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,118.53,0,159.75,0,13.61,0,0,0,0,0,0,9,11079.99,11199.26,94.72,90.76,2947.88,3014.94,1.59,1.22,1.34,76437.2,71896.99,96387.23,14716.17,1.14,23.58,487.43,334.4
44.88282,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.76,0,0,0,0,0,118.53,0,159.93,0,13.75,0,0,0,0,0,0,9,11080.6,11202.87,94.75,90.81,2949.2,3016.31,1.6,1.22,1.34,76526.34,71977.62,96492.8,14705.5,1.14,23.66,488.94,334.4
44.89949,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.76,0,0,0,0,0,118.6,0,159.94,0,13.76,0,0,0,0,0,0,9,11073.07,11200.24,94.83,90.78,2950.62,3017.68,1.59,1.21,1.34,76615.41,72058.2,96598.75,14698.66,1.17,23.74,490.46,334.4
44.91615,8/5/19 9:31,0,0,0,0,0,0.99,0,1.01,0,0.75,0,0,0,0,0,118.72,0,160,0,13.8,0,0,0,0,0,0,9,11069.88,11190.62,94.68,90.67,2952.62,3019.49,1.59,1.22,1.34,76704.47,72138.77,96704.41,14695.71,1.2,23.82,491.97,334.4
44.93282,8/5/19 9:31,0,0,0,0,0,1,0,1.01,0,0.75,0,0,0,0,0,118.78,0,160,0,13.8,0,0,0,0,0,0,9,11066.23,11181.97,94.45,90.69,2954.06,3020.86,1.59,1.22,1.35,76793.48,72219.39,96809.68,14693.72,1.22,23.9,493.48,334.4
44.94949,8/5/19 9:31,0,0,0,0,0,1,0,1.01,0,0.75,0,0,0,0,0,118.78,0,160.18,0,13.94,0,0,0,0,0,0,9,11073.64,11193.29,94.39,90.64,2955.36,3022.22,1.59,1.22,1.35,76882.38,72299.86,96914.69,14694.22,1.23,23.98,494.99,334.4
44.96615,8/5/19 9:31,0,0,0,0,0,1,0,1.01,0,0.75,0,0,0,0,0,118.84,0,160.19,0,13.94,0,0,0,0,0,0,9,11066.6,11180.38,93.86,90.66,2957.18,3024.02,1.59,1.22,1.35,76971.29,72380.23,97019.49,14696.17,1.24,24.06,496.5,334.4
44.98282,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,118.91,0,160.25,0,13.99,0,0,0,0,0,0,9,11088.03,11197.41,89.98,90.69,2958.64,3025.4,1.66,1.27,1.41,77060.2,72460.3,97124.16,14699.78,1.23,24.14,498.02,334.4
44.99949,8/5/19 9:31,0,0,0,0,0,1.01,0,1,0,0.75,0,0,0,0,0,119.03,0,160.25,0,13.99,0,0,0,0,0,0,9,11109.7,11236.59,88.8,90.56,2959.97,3026.76,1.69,1.29,1.43,77149.09,72540.39,97228.96,14714.79,1.23,24.22,499.53,334.4
45.01615,8/5/19 9:31,0,0,0,0,0,1.01,0,1,0,0.75,0,0,0,0,0,119.03,0,160.37,0,14.08,0,0,0,0,0,0,9,11113.25,11242.31,88.71,90.53,2961.69,3028.56,1.69,1.29,1.43,77238.09,72620.44,97334.16,14734.9,1.22,24.31,501.04,334.4
45.03282,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,119.1,0,160.38,0,14.08,0,0,0,0,0,0,9,11127.2,11254.55,87.65,90.63,2963.02,3029.94,1.7,1.31,1.45,77327.07,72700.57,97439.27,14746.64,1.22,24.39,502.55,334.4
45.04948,8/5/19 9:31,0,0,0,0,0,1,0,0.99,0,0.75,0,0,0,0,0,119.16,0,160.5,0,14.18,0,0,0,0,0,0,9,11107.51,11233.83,86.53,90.79,2964.33,3031.3,1.71,1.32,1.47,77416.05,72780.73,97543.65,14747.29,1.22,24.48,504.06,334.4
45.06615,8/5/19 9:31,0,0,0,0,0,1,0,0.99,0,0.75,0,0,0,0,0,119.22,0,160.5,0,14.18,0,0,0,0,0,0,9,11089.04,11214.49,87.48,90.69,2966.07,3033.11,1.68,1.31,1.45,77504.95,72860.63,97647.12,14733.85,1.21,24.56,505.57,334.4
45.08282,8/5/19 9:31,0,0,0,0,0,1.01,0,1.01,0,0.75,0,0,0,0,0,119.28,0,160.62,0,14.27,0,0,0,0,0,0,9,11081.43,11214.55,87.46,90.69,2967.38,3034.48,1.67,1.31,1.45,77593.78,72940.75,97749.86,14718.19,1.2,24.65,507.08,334.4
45.09948,8/5/19 9:31,0,0,0,0,0,1,0,1.01,0,0.75,0,0,0,0,0,119.35,0,160.63,0,14.27,0,0,0,0,0,0,9,11060.84,11187.21,88.85,90.69,2968.72,3035.84,1.64,1.29,1.43,77682.7,73020.97,97851.88,14706.12,1.2,24.74,508.59,334.4
45.11615,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,119.41,0,160.75,0,14.36,0,0,0,0,0,0,9,11059.04,11173.37,91.17,90.69,2970.6,3037.65,1.6,1.25,1.39,77771.52,73100.89,97953.59,14693.72,1.18,24.82,510.1,334.4
45.13282,8/5/19 9:31,0,0,0,0,0,1,0,0.99,0,0.75,0,0,0,0,0,119.47,0,160.75,0,14.37,0,0,0,0,0,0,9,11070.68,11184.69,91.79,90.74,2972,3039.03,1.6,1.24,1.38,77860.32,73180.48,98055.52,14690.29,1.17,24.9,511.61,334.4
45.14948,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,119.53,0,160.87,0,14.46,0,0,0,0,0,0,9,11068.81,11158.05,91.71,90.69,2973.28,3040.38,1.62,1.23,1.39,77949.27,73259.85,98158.41,14695.31,1.17,24.98,513.13,334.4
45.16615,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,119.6,0,160.88,0,14.46,0,0,0,0,0,0,9,11074.28,11175.02,92.14,90.71,2975.08,3042.19,1.62,1.23,1.38,78038.32,73339.06,98262.23,14699.21,1.17,25.07,514.64,334.4
45.18282,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,119.66,0,161,0,14.55,0,0,0,0,0,0,9,11077.43,11190.04,93.26,90.77,2976.64,3043.57,1.59,1.21,1.36,78127.38,73418.16,98366.4,14702.12,1.16,25.15,516.15,334.4
45.19948,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,119.72,0,161,0,14.55,0,0,0,0,0,0,9,11091.37,11193.37,93.35,90.77,2978.05,3044.94,1.58,1.21,1.36,78216.36,73497.18,98470.49,14707.64,1.15,25.23,517.66,334.4
45.21615,8/5/19 9:31,0,0,0,0,0,1,0,1.01,0,0.75,0,0,0,0,0,119.78,0,161.12,0,14.65,0,0,0,0,0,0,9,11122.07,11227.31,93.22,90.74,2979.74,3046.73,1.57,1.22,1.36,78305.34,73576.35,98573.99,14722.93,1.15,25.31,519.18,334.4
45.23281,8/5/19 9:31,0,0,0,0,0,1,0,1.01,0,0.75,0,0,0,0,0,119.79,0,161.13,0,14.65,0,0,0,0,0,0,9,11120.3,11216.64,93.07,90.61,2981.19,3048.11,1.56,1.22,1.37,78394.36,73655.75,98676.45,14743.59,1.15,25.39,520.69,334.4
45.24948,8/5/19 9:31,0,0,0,0,0,1.01,0,1.01,0,0.75,0,0,0,0,0,119.85,0,161.25,0,14.74,0,0,0,0,0,0,9,11133.54,11228.39,92.23,90.46,2982.68,3049.47,1.57,1.23,1.38,78483.41,73735.2,98778.09,14757.73,1.18,25.47,522.2,334.4
45.26615,8/5/19 9:31,0,0,0,0,0,1.01,0,1.01,0,0.75,0,0,0,0,0,119.97,0,161.25,0,14.74,0,0,0,0,0,0,9,11141.51,11243,91.32,90.56,2984.5,3051.27,1.59,1.24,1.39,78572.3,73814.66,98879.55,14769.16,1.2,25.55,523.71,334.4
45.28281,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,120.03,0,161.31,0,14.79,0,0,0,0,0,0,9,11140.72,11252.4,91.17,90.63,2985.78,3052.64,1.6,1.24,1.39,78661.08,73893.79,98981.42,14775.75,1.21,25.64,525.22,334.4
45.29948,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,120.04,0,161.32,0,14.79,0,0,0,0,0,0,9,11115.9,11221.86,90.41,90.64,2987.14,3054,1.6,1.25,1.41,78749.94,73972.91,99083.52,14769.3,1.23,25.72,526.73,334.4
45.31615,8/5/19 9:31,0,0,0,0,0,1,0,0.99,0,0.75,0,0,0,0,0,120.1,0,161.5,0,14.93,0,0,0,0,0,0,9,11093.81,11198.17,88.67,90.71,2988.97,3055.81,1.62,1.27,1.43,78838.84,74051.91,99185.06,14750.01,1.25,25.8,528.24,334.4
45.33281,8/5/19 9:31,0,0,0,0,0,1,0,0.99,0,0.75,0,0,0,0,0,120.16,0,161.5,0,14.93,0,0,0,0,0,0,9,11077.14,11180.4,87.85,90.82,2990.31,3057.19,1.62,1.28,1.44,78927.69,74130.67,99285.63,14726.49,1.26,25.89,529.75,334.4
45.34948,8/5/19 9:31,0,0,0,0,0,1,0,0.99,0,0.75,0,0,0,0,0,120.28,0,161.56,0,14.98,0,0,0,0,0,0,9,11058.01,11142.17,87.73,90.84,2991.57,3058.55,1.61,1.28,1.45,79016.46,74209.44,99385.23,14705.51,1.26,25.97,531.26,334.4
45.36615,8/5/19 9:31,0,0,0,0,0,1,0,0.99,0,0.75,0,0,0,0,0,120.29,0,161.56,0,14.98,0,0,0,0,0,0,9,11066.38,11147.06,86.82,90.85,2993.28,3060.36,1.62,1.29,1.46,79105.3,74287.91,99483.91,14692.58,1.25,26.06,532.78,334.4
45.38281,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,120.35,0,161.75,0,15.11,0,0,0,0,0,0,9,11057.8,11130.1,84.59,90.76,2994.59,3061.74,1.67,1.32,1.5,79194.21,74366.02,99582.12,14690.89,1.24,26.14,534.29,334.4
45.39948,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,120.41,0,161.75,0,15.12,0,0,0,0,0,0,9,11061.41,11149.88,84.52,90.78,2995.86,3063.1,1.7,1.32,1.5,79283.18,74444.23,99680.91,14691.4,1.22,26.23,535.8,334.4
45.41615,8/5/19 9:31,0,0,0,0,0,1,0,1.01,0,0.75,0,0,0,0,0,120.47,0,161.81,0,15.16,0,0,0,0,0,0,9,11069.51,11156.72,84.39,90.86,2997.52,3064.9,1.72,1.33,1.51,79372.17,74522.55,99781.24,14693.04,1.21,26.32,537.32,334.4
45.43281,8/5/19 9:31,0,0,0,0,0,1,0,1.01,0,0.75,0,0,0,0,0,120.53,0,161.82,0,15.16,0,0,0,0,0,0,9,11064.52,11168.71,85.4,90.97,2998.83,3066.29,1.71,1.32,1.49,79461.14,74600.95,99882.77,14694.87,1.19,26.41,538.83,334.4
45.44948,8/5/19 9:31,0,0,0,0,0,1,0,0.99,0,0.75,0,0,0,0,0,120.6,0,161.94,0,15.26,0,0,0,0,0,0,9,11080.3,11178.97,86.24,90.87,3000.16,3067.66,1.7,1.3,1.48,79550.27,74679.59,99985.19,14696.67,1.17,26.5,540.35,334.4
45.46614,8/5/19 9:31,0,0,0,0,0,1,0,0.99,0,0.75,0,0,0,0,0,120.66,0,161.94,0,15.26,0,0,0,0,0,0,9,11090.88,11214.93,86.59,90.77,3001.89,3069.46,1.69,1.3,1.47,79639.49,74758.22,100087.84,14707.95,1.16,26.58,541.86,334.4
45.48281,8/5/19 9:31,0,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,120.72,0,162.06,0,15.35,0,0,0,0,0,0,9,11093.66,11219.23,86.6,90.69,3003.15,3070.83,1.69,1.3,1.47,79728.64,74837.09,100190.28,14721.89,1.15,26.67,543.37,334.4
