Time,Job Time,Chem 1 Conc - C1,Chem 2 Tote Conc - C2,Chem 3 Tote Conc - C3,Chem4 Conc - C4,Chem 5 Conc - C5,Chem 6 Conc - C6,Chem 7 Conc - C7,Chem 8 Conc - C8,Chem 9 Conc - C9,Chem 10 Conc - C10,Chem 1 Total - C1,Chem 2 Tote Total - C2,Chem 3 Tote - C3,Chem 4 Total - C4,Chem 5 - C5 Total,Chem 6 Total - C6,Chem 7 Total - C7,Chem 8 Total - C8,Chem 9  Total - C9,Chem 10 Total - C10,H1 Conc,BU Gel Conc,Primay Gel Conc,H1 Total,H2Total,Primary Gel Total,Surf Stage Number,Well Side PSI,Pump Side PSI,Combined Clean Rate,Combined Slurry Rate,Combined Clean Total,Combined Slurry Total,Wellhead Inline PPA,Wellhead Blender PPA,Wellhead Screw PPA,Screw Prop Total,Blender Prop Total,Inline Prop Total,Meas'd Btmh Press,Btm Prop Conc,Prop Stage Tot,Slurry Stage Tot,Wellbore Volume
(min) ,(date time), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal), (gal), (gal), (gal), (gal), (gal), (gal), (gal), (gal), (gal), (gal/Mgal), (gal/Mgal), (gal/Mgal), (gal), (gal), (gal), , (psi), (psi), (bpm), (bpm), (bbls), (bbls), (lbm/gal), (lbm/gal), (lbm/gal), (lbs), (lbs), (lbs), (psi), (ppg), (klbs), (bbls), (bbls)
0,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6679.42,6727.76,6.25,0.98,6.78,3.04,0,0,0,0,0,-0.11,0,0,0,0,334.4
0.01667,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6680.48,6724.28,6.09,1.76,6.89,3.06,0,0,0,0,0,-0.12,0,0,0,0,334.4
0.03333,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6679.06,6726.76,5.83,1.21,6.98,3.09,0,0,0,0,0,-0.12,0,0,0,0,334.4
0.05,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6676.31,6723.13,5.62,1.62,7.07,3.12,0,0,0,0,0,-0.12,0,0,0,0,334.4
0.06667,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6677.82,6721.09,5.28,1.64,7.18,3.15,0,0,0,0,0,-0.12,0,0,0,0,334.4
0.08333,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6677.98,6720.93,4.17,1.9,7.23,3.18,0,0,0,0,0,-0.12,0,0,0,0,334.4
0.1,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6676.89,6724.8,5.47,1.73,7.33,3.21,0,0,0,0,0,-0.13,0,0,0,0,334.4
0.11667,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6680.76,6721.03,16.63,2.68,7.68,3.25,0,0,0,0,0,-0.13,0,0,0,0,334.4
0.13333,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6683.18,6726.12,21.94,1.9,8.02,3.29,0,0,0,0,0,-0.15,0,0,0,0,334.4
0.15,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6681.74,6720.07,23.4,1.39,8.37,3.32,0,0,0,0,0,-0.17,0,0,0,0,334.4
0.16667,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6681.76,6718.95,19.71,1.64,8.77,3.34,0,0,0,0,0,-0.18,0,0,0,0,334.4
0.18333,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6680.06,6718.55,16.01,1.21,9.01,3.38,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.2,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6676.1,6720.09,11.25,2.94,9.16,3.4,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.21667,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6678.93,6716.75,6.25,1.56,9.28,3.45,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.23333,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6679.78,6715.84,3.15,1.13,9.32,3.47,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.25,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6679.54,6715.35,1.09,1.9,9.34,3.5,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.26667,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6679.13,6717.31,0.65,1.39,9.36,3.54,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.28333,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6676.22,6721.39,0.7,0.87,9.36,3.55,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.3,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6672.9,6719.61,0.49,1.3,9.37,3.57,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.31667,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6673.97,6714.87,0.52,0.95,9.39,3.6,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.33333,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6678.21,6717.88,0.52,1.99,9.4,3.62,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.35,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6679.89,6717.75,0.52,1.39,9.4,3.68,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.36667,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6678.68,6725.11,0.44,2.37,9.4,3.73,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.38333,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6676.54,6726.18,0.57,1.95,9.43,3.76,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.4,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6678.44,6737.09,0.73,0.35,9.44,3.79,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.41667,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6693.54,6746.41,0.73,0.95,9.45,3.79,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.43333,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6722.33,6772.82,0.91,1.46,9.47,3.81,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.45,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6745.66,6800.1,0.73,2.34,9.5,3.84,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.46667,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6763.59,6827.12,0.63,2.28,9.52,3.88,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.48333,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6765.25,6824.14,0.63,1.59,9.53,3.92,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.5,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6766.73,6825.27,0.55,1.85,9.54,3.95,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.51667,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6771.03,6828.14,0.52,1.9,9.57,3.99,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.53333,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6781.77,6835.22,0.44,1.9,9.59,4.02,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.55,8/5/19 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6805.07,6856.54,0.6,1.82,9.59,4.05,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.56667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6830.9,6884.29,0.68,1.9,9.61,4.09,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.58333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6850.73,6910.46,0.47,1.82,9.62,4.13,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.6,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6869.9,6920.33,0.39,1.82,9.62,4.16,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.61667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6868.33,6931.2,0.39,1.9,9.63,4.18,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.63333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6876.98,6931.11,0.39,1.82,9.64,4.22,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.65,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6882.76,6935.53,0.39,1.82,9.65,4.26,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.66667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6894.16,6948.42,0.39,1.9,9.66,4.29,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.68333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6909.75,6959.95,0.39,1.82,9.67,4.32,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.7,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6922.03,6974.67,0.39,1.86,9.68,4.34,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.71667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6928.59,6998.48,0.44,1.77,9.69,4.39,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.73333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6942.23,6999.09,0.52,2.16,9.69,4.45,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.75,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6947.94,7003.09,0.52,2.29,9.7,4.47,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.76667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6954.78,7006.65,0.52,1.93,9.71,4.5,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.78333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6962.74,7014.78,0.52,1.82,9.72,4.54,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.8,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6974.72,7022.04,0.52,1.82,9.73,4.57,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.81667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6979.36,7029.9,0.52,1.82,9.74,4.6,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.83333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6981.86,7034.44,0.49,1.82,9.75,4.64,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.85,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6988.51,7045.32,0.42,1.82,9.76,4.67,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.86667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6992.85,7046.83,0.39,1.82,9.77,4.7,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.88333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6998.38,7053.53,0.39,1.82,9.78,4.73,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.9,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7002.24,7061.32,0.39,1.82,9.78,4.76,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.91667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7004.21,7065.78,0.39,1.82,9.79,4.8,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.93333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7014.77,7064.56,0.36,1.82,9.8,4.83,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.95,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7013.98,7067.33,0.23,1.82,9.8,4.86,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.96667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7021.03,7077.25,0.13,1.73,9.81,4.89,0,0,0,0,0,-0.2,0,0,0,0,334.4
0.98333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7033.8,7087.58,1.25,1.82,9.86,4.93,0,0,0,0,0,-0.2,0,0,0,0,334.4
1,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7093.59,7155.85,1.46,2.42,9.89,4.96,0,0,0,0,0,-0.2,0,0,0,0,334.4
1.01667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7180.49,7246.65,1.59,3.98,9.89,5.02,0,0,0,0,0,-0.2,0,0,0,0,334.4
1.03333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7266.17,7340.43,1.82,5.02,9.93,5.11,0,0,0,0,0,-0.2,0,0,0,0,334.4
1.05,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7354.52,7429.67,1.9,7.01,9.99,5.22,0,0,0,0,0,-0.2,0,0,0,0,334.4
1.06667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7435.1,7505.04,1.72,7.56,10.02,5.38,0,0,0,0,0,-0.2,0,0,0,0,334.4
1.08333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7491.44,7571.41,1.72,8.72,10.02,5.51,0,0,0,0,0,-0.2,0,0,0,0,334.4
1.1,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7527.01,7596.89,1.69,9.46,10.05,5.68,0,0,0,0,0,-0.2,0,0,0,0,334.4
1.11667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7568.9,7651.62,1.56,10.17,10.11,5.87,0,0,0,0,0,-0.2,0,0,0,0,334.4
1.13333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7624.92,7696.84,1.56,10.04,10.14,6.03,0,0,0,0,0,-0.2,0,0,0,0,334.4
1.15,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7668.46,7748.86,1.56,10.37,10.15,6.19,0,0,0,0,0,-0.2,0,0,0,0,334.4
1.16667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7711.47,7791.42,1.56,11.12,10.19,6.4,0,0,0,0,0,-0.2,0,0,0,0,334.4
1.18333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7747.93,7818.63,1.43,10.73,10.25,6.58,0,0,0,0,0,-0.2,0,0,0,0,334.4
1.2,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7759.44,7820.33,1.41,10.58,10.28,6.76,0,0,0,0,0,-0.2,13160.41,0,0,0.18,334.4
1.21667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7780.96,7847.69,1.93,10.25,10.3,6.94,0.05,0,0,0,0,-0.2,13181.23,0,0,0.36,334.4
1.23333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7767.51,7839.21,2.03,10.01,10.34,7.1,0.07,0,0,0,0,-0.13,13210.35,0,0,0.53,334.4
1.25,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7785.67,7867.59,1.98,10.65,10.4,7.28,0.08,0,0,0,0,-0.04,13202.79,0,0,0.69,334.4
1.26667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7766.45,7836.28,1.95,10.93,10.45,7.48,0.1,0,0,0,0,0.08,13206.49,0,0,0.87,334.4
1.28333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7768.9,7835.38,1.95,10.03,10.47,7.64,0.11,0,0,0,0,0.21,13181.23,0,0,1.05,334.4
1.3,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7764.16,7834.16,2.32,10.25,10.52,7.81,0.16,0,0,0,0,0.36,13204.51,0,0,1.22,334.4
1.31667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7760.54,7835.28,2.81,10.34,10.59,8.01,0.23,0,0,0,0,0.62,13194.87,0,0,1.39,334.4
1.33333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7737.41,7808.14,2.81,9.87,10.64,8.17,0.26,0,0,0,0,1.07,13189.44,0,0,1.56,334.4
1.35,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7757.22,7815.31,2.86,9.66,10.66,8.32,0.29,0,0,0,0,1.58,13177.51,0,0,1.73,334.4
1.36667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7748.39,7818.58,2.89,10.13,10.72,8.51,0.33,0,0,0,0,2.16,13202.1,0,0,1.89,334.4
1.38333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7743.02,7804.08,2.81,10.57,10.78,8.69,0.38,0,0,0,0,2.82,13182.87,0,0,2.06,334.4
1.4,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7740.15,7806.01,2.76,10.25,10.83,8.85,0.41,0,0,0,0,3.56,13167.89,0,0,2.23,334.4
1.41667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7736.01,7801.7,2.86,10.3,10.87,9.04,0.42,0,0,0,0,4.36,13172.35,0,0,2.4,334.4
1.43333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7739.34,7815.99,2.76,10.32,10.92,9.2,0.44,0,0,0,0,5.21,13167.51,0,0,2.58,334.4
1.45,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7718.07,7792.19,2.55,10.27,10.96,9.37,0.47,0,0,0,0,6.06,13170.62,0,0,2.75,334.4
1.46667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7725.38,7805.28,2.55,9.93,11.02,9.55,0.44,0,0,0,0,6.9,13150.79,0,0,2.92,334.4
1.48333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7720.58,7803.92,2.6,10.5,11.06,9.72,0.39,0,0,0,0,7.68,13165.99,0,0,3.08,334.4
1.5,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7717.24,7790.78,2.68,10.15,11.09,9.88,0.33,0,0,0,0,8.39,13148.6,0,0,3.26,334.4
1.51667,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7720.94,7789.87,2.6,9.64,11.16,10.06,0.28,0,0,0,0,9,13153.33,0,0,3.43,334.4
1.53333,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7710.49,7781.35,4.56,10.53,11.24,10.23,0.23,0,0,0,0,9.51,13168.73,0,0,3.59,334.4
1.55,8/5/19 8:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7715.28,7785.66,10.65,10.61,11.43,10.4,0.18,0,0,0,0,10.24,13138.54,0,0,3.76,334.4
1.56667,8/5/19 8:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7720.16,7776.39,18.48,9.79,11.8,10.58,0.13,0,0,0,0,11.61,13141.74,0,0,3.94,334.4
1.58333,8/5/19 8:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7729.08,7794.01,21.03,9.89,12.13,10.75,0.09,0,0,0,0,13.34,13165.49,0,0,4.1,334.4
1.6,8/5/19 8:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7711.61,7773.04,21.32,10.15,12.45,10.91,0.06,0,0,0,0,14.64,13172.22,0,0,4.27,334.4
1.61667,8/5/19 8:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7712.2,7783.51,20.41,10.14,12.86,11.09,0.03,0,0,0,0,15.47,13149.37,0,0,4.44,334.4
1.63333,8/5/19 8:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7705.81,7765.78,18.95,10.23,13.14,11.26,0.02,0,0,0,0,15.95,13150.21,0,0,4.61,334.4
1.65,8/5/19 8:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7717.16,7783.41,16.4,9.87,13.39,11.42,0.01,0,0,0,0,16.23,13142.32,0,0,4.78,334.4
1.66667,8/5/19 8:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7709.11,7770.34,9.84,10.03,13.59,11.61,0.01,0,0,0,0,16.37,13161.79,0,0,4.94,334.4
1.68333,8/5/19 8:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7710.87,7776.72,6.38,10.32,13.66,11.77,0,0,0,0,0,16.42,13150.53,0,0,5.11,334.4
1.7,8/5/19 8:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7709.17,7774.88,4.24,10.38,13.73,11.94,0,0,0,0,0,16.44,13145.79,0,0,5.28,334.4
1.71667,8/5/19 8:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7716.14,7778.78,2.47,10.2,13.78,12.13,0,0,0,0,0,16.44,13143.23,0,0,5.45,334.4
1.73333,8/5/19 8:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7712.8,7776.37,1.67,10.44,13.8,12.3,0,0,0,0,0,16.44,13154.19,0,0,5.62,334.4
1.75,8/5/19 8:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7711.99,7770.3,1.17,10.44,13.81,12.46,0,0,0,0,0,16.44,13145.95,0,0,5.8,334.4
1.76667,8/5/19 8:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7719.44,7780.19,0.68,9.79,13.83,12.64,0,0,0,0,0,16.44,13145.5,0,0,5.97,334.4
