Job Time (min),Dirty Rate (bpm),Pressure (psi),Slurry Total (bbls),Proppant Conc (ppg),Total Proppant (lbs),Friction Reducer (gpt)
24.316470000000002,89.59,11023.0,1147.9,0.52,4057.6,1.5
24.33313,89.59,11040.36,1149.24,0.52,4088.4,1.5
24.3498,89.59,11071.97,1150.59,0.51,4119.24,1.49
24.36647,89.59,11067.36,1152.37,0.51,4149.78,1.49
24.383129999999998,89.52,11091.96,1153.73,0.51,4180.49,1.51
24.3998,89.49,11056.38,1155.08,0.52,4211.15,1.51
24.41647,89.62,11030.24,1156.86,0.52,4242.08,1.5
24.43313,89.65,11004.29,1158.21,0.52,4273.05,1.5
24.4498,89.56,10999.93,1159.56,0.51,4303.89,1.5
24.46646,89.55,10963.05,1161.35,0.5,4334.45,1.5
24.48313,89.55,10977.31,1162.7,0.5,4364.92,1.49
24.4998,89.53,10958.08,1164.04,0.51,4395.65,1.49
24.516460000000002,89.57,10980.68,1165.84,0.51,4426.57,1.5
24.53313,89.52,10974.88,1167.19,0.5,4457.26,1.5
24.5498,89.47,11020.19,1168.53,0.5,4487.88,1.5
24.56646,89.41,11067.39,1170.31,0.5,4518.4,1.5
24.58313,89.34,11080.93,1171.67,0.5,4548.89,1.49
24.5998,89.36,11040.55,1173.01,0.5,4579.59,1.49
24.61646,89.44,11010.3,1174.79,0.5,4610.33,1.49
24.633129999999998,89.31,10982.45,1176.14,0.5,4640.87,1.49
24.6498,89.0,10989.09,1177.48,0.5,4671.39,1.51
24.66646,88.94,10976.11,1179.26,0.5,4702.18,1.51
24.68313,89.3,11003.88,1180.6,0.5,4732.76,1.49
24.69979,89.72,11008.72,1181.95,0.5,4763.42,1.49
24.71646,90.19,11058.97,1183.76,0.5,4794.02,1.49
24.73313,90.45,11104.71,1185.12,0.5,4824.57,1.49
24.74979,90.63,11122.16,1186.48,0.5,4854.85,1.49
24.766460000000002,90.77,11154.41,1188.29,0.51,4885.51,1.49
24.78313,90.77,11166.82,1189.66,0.51,4916.37,1.48
24.799789999999998,90.77,11144.58,1191.03,0.5,4947.1,1.48
24.81646,90.69,11141.18,1192.83,0.5,4977.8,1.5
24.83313,90.71,11120.34,1194.2,0.51,5008.79,1.5
24.84979,90.66,11101.55,1195.57,0.51,5039.79,1.5
24.86646,90.64,11069.25,1197.38,0.51,5070.83,1.5
24.883129999999998,90.66,11059.97,1198.74,0.51,5101.88,1.5
24.89979,90.69,11023.89,1200.1,0.5,5132.8,1.5
24.91646,90.6,11013.56,1201.91,0.5,5163.63,1.5
24.933120000000002,90.54,11018.81,1203.28,0.51,5194.59,1.5
24.94979,90.51,11037.92,1204.63,0.51,5225.59,1.49
24.96646,90.48,11048.05,1206.44,0.51,5256.53,1.49
24.98312,90.59,11072.49,1207.81,0.51,5287.57,1.5
24.99979,90.6,11106.03,1209.17,0.51,5318.6,1.5
25.016460000000002,90.6,11116.83,1210.98,0.5,5349.5,1.49
25.03312,90.71,11123.42,1212.35,0.51,5380.44,1.49
25.049789999999998,90.71,11118.48,1213.72,0.51,5411.51,1.5
25.06646,90.77,11088.3,1215.53,0.51,5442.69,1.5
25.08312,90.72,11067.99,1216.89,0.51,5473.84,1.5
25.09979,90.64,11051.3,1218.26,0.5,5504.91,1.5
25.11646,90.64,11046.86,1220.07,0.49,5535.76,1.51
25.13312,90.64,11053.53,1221.44,0.5,5566.64,1.51
25.14979,90.64,11049.95,1222.79,0.5,5597.68,1.5
25.16645,90.59,11063.16,1224.6,0.5,5628.58,1.5
25.183120000000002,90.64,11088.68,1225.98,0.5,5659.48,1.5
25.19979,90.66,11121.7,1227.34,0.5,5690.39,1.5
25.21645,90.66,11149.02,1229.14,0.49,5721.19,1.51
25.23312,90.74,11146.38,1230.51,0.5,5751.95,1.51
25.24979,90.72,11164.77,1231.88,0.5,5782.94,1.51
25.26645,90.64,11170.33,1233.69,0.5,5814.02,1.51
25.28312,90.64,11150.01,1235.05,0.5,5844.91,1.5
25.299789999999998,90.62,11127.83,1236.42,0.5,5875.73,1.5
25.31645,90.63,11110.68,1238.23,0.5,5906.6,1.5
25.33312,90.62,11083.05,1239.6,0.5,5937.49,1.5
25.34978,90.62,11068.89,1240.95,0.5,5968.54,1.48
25.36645,90.71,11057.03,1242.76,0.5,5999.58,1.48
25.38312,90.71,11041.13,1244.14,0.5,6030.52,1.49
25.39978,90.66,11035.83,1245.5,0.5,6061.55,1.49
25.41645,90.71,11067.69,1247.31,0.5,6092.34,1.51
25.433120000000002,90.66,11098.01,1248.68,0.5,6122.97,1.51
25.44978,90.66,11114.67,1250.04,0.5,6153.89,1.5
25.46645,90.79,11134.82,1251.86,0.51,6185.05,1.5
25.48312,90.79,11130.81,1253.22,0.5,6216.06,1.49
25.499779999999998,90.74,11119.51,1254.58,0.51,6247.03,1.49
25.51645,90.77,11092.31,1256.4,0.51,6278.2,1.5
25.53312,90.74,11090.39,1257.77,0.51,6309.3,1.5
25.54978,90.66,11059.69,1259.13,0.51,6340.38,1.49
25.56645,90.69,11056.22,1260.94,0.51,6371.52,1.49
25.58311,90.74,11030.4,1262.31,0.51,6402.53,1.51
25.59978,90.69,11035.55,1263.68,0.51,6433.45,1.51
25.61645,90.64,11043.55,1265.48,0.51,6464.61,1.5
25.633110000000002,90.64,11069.87,1266.85,0.51,6495.77,1.5
25.64978,90.64,11073.15,1268.21,0.51,6526.96,1.51
25.66645,90.64,11102.77,1270.02,0.51,6558.01,1.51
25.68311,90.64,11098.17,1271.38,0.5,6588.85,1.5
25.69978,90.64,11149.57,1272.75,0.51,6619.54,1.5
25.71645,90.64,11152.47,1274.56,0.51,6650.47,1.5
25.73311,90.71,11146.16,1275.93,0.51,6681.39,1.5
25.749779999999998,90.82,11137.71,1277.29,0.51,6712.33,1.5
25.76645,90.71,11127.0,1279.1,0.51,6743.22,1.5
25.78311,90.53,11098.79,1280.47,0.5,6773.91,1.5
25.79978,90.51,11104.25,1281.83,0.51,6804.58,1.5
25.81644,90.56,11062.96,1283.63,0.51,6835.61,1.5
25.83311,90.62,11046.92,1285.01,0.51,6866.64,1.5
25.84978,90.77,11026.52,1286.38,0.5,6897.58,1.49
25.86644,90.79,11039.16,1288.19,0.5,6928.43,1.49
25.883110000000002,90.74,11047.79,1289.55,0.51,6959.46,1.5
25.89978,90.72,11056.32,1290.92,0.51,6990.35,1.5
25.916439999999998,90.77,11082.64,1292.73,0.51,7021.39,1.5
25.93311,90.84,11133.13,1294.1,0.51,7052.54,1.5
25.94978,90.85,11133.09,1295.47,0.51,7083.69,1.5
25.96644,90.77,11130.66,1297.28,0.5,7114.59,1.5
25.98311,90.74,11143.27,1298.65,0.51,7145.57,1.5
25.99977,90.77,11128.79,1300.02,0.51,7176.44,1.5
26.01644,90.77,11091.52,1301.82,0.51,7207.46,1.5
26.03311,90.82,11053.83,1303.2,0.51,7238.67,1.5
26.049770000000002,90.77,11047.86,1304.57,0.51,7269.77,1.51
26.06644,90.69,11073.9,1306.38,0.51,7300.78,1.51
26.08311,90.74,11063.87,1307.74,0.51,7331.87,1.5
26.09977,90.74,11090.24,1309.1,0.51,7362.88,1.5
26.11644,90.77,11088.3,1310.92,0.51,7394.01,1.49
26.133110000000002,90.82,11111.68,1312.29,0.51,7425.24,1.49
26.14977,90.79,11116.14,1313.65,0.5,7456.33,1.51
26.166439999999998,90.69,11118.41,1315.46,0.5,7487.23,1.51
26.18311,90.61,11110.71,1316.83,0.5,7518.16,1.49
26.19977,90.71,11128.8,1318.2,0.51,7548.99,1.49
26.216440000000002,90.77,11077.79,1320.0,0.51,7579.82,1.5
26.2331,90.84,11100.6,1321.38,0.51,7610.74,1.5
26.24977,91.0,11050.1,1322.75,0.51,7641.73,1.49
26.266440000000003,90.87,11053.02,1324.56,0.5,7672.44,1.49
26.2831,90.72,11064.38,1325.93,0.51,7703.19,1.5
26.299770000000002,90.69,11090.63,1327.29,0.51,7734.15,1.5
26.316440000000004,90.74,11076.38,1329.11,0.51,7765.16,1.51
26.3331,90.69,11117.1,1330.48,0.51,7796.0,1.51
26.34977,90.74,11122.7,1331.83,0.51,7826.92,1.5
26.36644,90.77,11148.34,1333.64,0.5,7857.79,1.5
26.3831,90.77,11135.56,1335.02,0.5,7888.67,1.49
26.39977,90.77,11132.66,1336.39,0.5,7919.72,1.49
26.41644,90.77,11095.89,1338.19,0.5,7950.83,1.5
26.4331,90.74,11105.91,1339.56,0.5,7981.85,1.5
26.44977,90.52,11063.26,1340.91,0.5,8012.88,1.49
26.46643,90.51,11049.68,1342.72,0.5,8043.8,1.49
26.4831,90.48,11024.98,1344.08,0.5,8074.7,1.5
26.49977,90.45,11026.98,1345.44,0.5,8105.88,1.5
26.51643,90.62,11018.47,1347.26,0.51,8137.1,1.51
26.5331,90.76,11048.28,1348.63,0.5,8168.22,1.51
26.549770000000002,90.74,11046.82,1349.99,0.5,8199.26,1.49
26.56643,90.73,11092.4,1351.8,0.5,8230.24,1.49
26.5831,90.53,11076.77,1353.17,0.5,8261.18,1.51
26.59977,90.52,11104.52,1354.53,0.5,8292.27,1.51
26.616429999999998,90.49,11139.7,1356.34,0.5,8323.41,1.5
26.6331,90.61,11165.44,1357.7,0.5,8354.18,1.5
26.64977,90.64,11153.26,1359.07,0.5,8384.99,1.5
26.66643,90.59,11151.12,1360.88,0.5,8415.9,1.5
26.6831,90.56,11100.13,1362.24,0.5,8446.71,1.51
26.699759999999998,90.64,11092.81,1363.6,0.5,8477.62,1.51
26.71643,90.56,11061.1,1365.42,0.51,8508.62,1.5
26.7331,90.61,11052.35,1366.78,0.5,8539.5,1.5
26.74976,90.64,11037.14,1368.14,0.5,8570.27,1.5
26.76643,90.66,11049.99,1369.95,0.5,8600.99,1.5
26.7831,90.61,11074.34,1371.32,0.51,8631.89,1.5
26.79976,90.56,11087.39,1372.69,0.5,8662.9,1.5
26.81643,90.58,11098.67,1374.48,0.51,8693.96,1.5
26.8331,90.51,11138.99,1375.85,0.5,8724.98,1.5
26.849759999999996,90.58,11108.17,1377.22,0.51,8755.79,1.5
26.866429999999998,90.64,11130.58,1379.03,0.51,8786.82,1.5
26.883090000000003,90.64,11107.55,1380.39,0.51,8817.97,1.5
26.899759999999997,90.69,11080.78,1381.76,0.51,8849.08,1.5
26.91643,90.69,11054.42,1383.57,0.51,8880.01,1.49
26.933090000000004,90.69,11046.71,1384.94,0.5,8910.85,1.49
26.949759999999998,90.74,11033.52,1386.3,0.51,8941.58,1.5
26.96643,90.66,11043.88,1388.11,0.51,8972.51,1.5
26.98309,90.64,11018.23,1389.48,0.51,9003.44,1.5
26.99976,90.64,11043.7,1390.85,0.5,9034.32,1.5
27.01643,90.56,11022.95,1392.64,0.5,9065.11,1.5
27.03309,90.58,11062.39,1394.01,0.51,9096.05,1.5
27.04976,90.64,11073.58,1395.38,0.51,9126.88,1.5
27.06643,90.64,11089.14,1397.19,0.51,9157.84,1.5
27.083090000000002,90.71,11095.51,1398.56,0.51,9188.87,1.5
27.099759999999996,90.77,11078.06,1399.92,0.51,9219.89,1.5
27.11642,90.66,11053.25,1401.74,0.5,9250.72,1.51
27.133090000000003,90.64,11046.23,1403.11,0.5,9281.54,1.51
27.149759999999997,90.64,11015.84,1404.46,0.51,9312.4,1.5
27.166420000000002,90.53,11020.92,1406.27,0.51,9343.5,1.5
27.183090000000004,90.53,11017.13,1407.64,0.51,9374.65,1.51
27.199759999999998,90.66,11039.57,1409.0,0.51,9405.76,1.51
27.21642,90.77,11043.43,1410.81,0.51,9436.76,1.5
27.23309,90.72,11078.68,1412.18,0.51,9468.03,1.5
27.24976,90.66,11086.0,1413.55,0.51,9499.33,1.5
27.26642,90.84,11110.64,1415.36,0.51,9530.55,1.5
27.28309,90.87,11122.87,1416.73,0.51,9561.78,1.5
27.29976,90.7,11128.56,1418.09,0.51,9592.86,1.5
27.31642,90.66,11116.64,1419.9,0.51,9623.82,1.5
27.333090000000002,90.69,11090.1,1421.27,0.51,9654.97,1.5
27.34975,90.61,11056.15,1422.63,0.51,9685.97,1.5
27.36642,90.64,11049.62,1424.44,0.51,9716.87,1.5
27.383090000000003,90.64,10999.07,1425.81,0.51,9747.82,1.5
27.39975,90.59,10990.32,1427.17,0.51,9778.92,1.5
27.416420000000002,90.56,10977.48,1428.97,0.5,9809.97,1.51
27.433090000000004,90.61,10974.17,1430.34,0.5,9840.84,1.51
27.44975,90.61,10987.81,1431.71,0.5,9871.67,1.5
27.46642,90.71,11012.97,1433.52,0.51,9902.52,1.5
27.48309,90.66,11052.21,1434.88,0.5,9933.51,1.5
27.49975,90.53,11092.3,1436.24,0.5,9964.28,1.5
27.51642,90.51,11093.31,1438.05,0.5,9994.84,1.5
27.533079999999998,90.51,11111.91,1439.42,0.5,10025.63,1.5
27.54975,90.56,11081.09,1440.78,0.5,10056.66,1.5
27.56642,90.71,11085.83,1442.58,0.5,10087.57,1.5
27.58308,90.71,11052.91,1443.96,0.5,10118.34,1.5
27.59975,90.66,11035.58,1445.33,0.51,10149.42,1.5
27.61642,90.64,11022.43,1447.13,0.57,10183.09,1.49
27.63308,90.64,10999.03,1448.5,0.63,10220.65,1.49
27.64975,90.66,11028.39,1449.86,0.64,10259.88,1.5
27.666420000000002,90.61,11024.41,1451.67,0.66,10300.09,1.5
27.68308,90.59,11039.46,1453.04,0.68,10341.61,1.5
27.69975,90.66,11052.32,1454.4,0.69,10383.6,1.5
27.71642,90.82,11078.22,1456.22,0.7,10426.4,1.5
27.733079999999998,90.79,11077.72,1457.58,0.71,10469.61,1.5
27.74975,90.69,11115.7,1458.94,0.72,10513.55,1.51
27.766409999999997,90.64,11115.74,1460.75,0.73,10558.1,1.51
27.783079999999998,90.64,11113.13,1462.13,0.73,10602.56,1.51
27.79975,90.59,11107.27,1463.49,0.74,10647.43,1.51
27.816409999999998,90.58,11078.71,1465.29,0.74,10692.77,1.5
27.83308,90.64,11043.62,1466.66,0.74,10737.91,1.5
27.84975,90.67,11043.6,1468.02,0.75,10783.21,1.5
27.86641,90.64,11012.39,1469.83,0.75,10828.84,1.5
27.88308,90.51,11006.95,1471.2,0.75,10874.42,1.49
27.89975,90.5,11000.93,1472.55,0.75,10919.96,1.49
27.91641,90.69,10996.68,1474.37,0.75,10965.77,1.49
27.93308,90.76,11011.97,1475.74,0.74,11011.58,1.49
27.94975,90.71,11029.67,1477.1,0.74,11057.03,1.51
27.966409999999996,90.69,11046.65,1478.91,0.75,11102.69,1.51
27.983079999999998,90.61,11046.69,1480.28,0.75,11148.72,1.5
27.999740000000003,90.55,11058.57,1481.64,0.75,11194.44,1.5
28.016409999999997,90.58,11066.3,1483.44,0.75,11240.11,1.5
28.033079999999998,90.53,11024.03,1484.81,0.75,11286.08,1.5
28.049740000000003,90.58,11045.47,1486.18,0.75,11331.98,1.5
28.066409999999998,90.71,10997.78,1487.99,0.75,11377.78,1.5
28.08308,90.66,11017.01,1489.35,0.76,11423.72,1.5
28.09974,90.64,11007.01,1490.71,0.75,11469.74,1.5
28.11641,90.59,11010.28,1492.53,0.75,11515.61,1.5
28.13308,90.53,11042.45,1493.9,0.75,11561.45,1.5
28.14974,90.61,11085.19,1495.25,0.76,11607.4,1.5
28.16641,90.64,11086.14,1497.06,0.75,11653.35,1.5
28.18307,90.64,11135.64,1498.44,0.75,11699.21,1.5
28.199740000000002,90.66,11122.2,1499.8,0.75,11745.03,1.5
28.216409999999996,90.71,11131.48,1501.6,0.75,11790.88,1.5
28.23307,90.66,11110.88,1502.97,0.75,11836.61,1.5
28.249740000000003,90.62,11109.4,1504.34,0.75,11882.43,1.5
28.266409999999997,90.54,11108.31,1506.14,0.76,11928.59,1.5
28.283070000000002,90.46,11088.13,1507.5,0.75,11974.6,1.51
28.299740000000003,90.36,11046.59,1508.86,0.75,12020.29,1.51
28.316409999999998,90.39,11062.03,1510.67,0.75,12066.08,1.5
28.333070000000003,90.48,11051.38,1512.04,0.75,12111.9,1.5
28.34974,90.55,11039.84,1513.39,0.75,12157.54,1.5
28.36641,90.64,11060.87,1515.2,0.75,12203.19,1.5
28.38307,90.64,11119.08,1516.58,0.75,12249.09,1.5
28.39974,90.64,11124.09,1517.94,0.75,12294.96,1.5
28.4164,90.61,11161.95,1519.74,0.75,12340.63,1.5
28.43307,90.61,11151.91,1521.11,0.75,12386.55,1.5
28.449740000000002,90.64,11169.85,1522.47,0.75,12432.57,1.5
28.4664,90.64,11129.92,1524.28,0.75,12478.39,1.5
28.48307,90.64,11127.67,1525.65,0.75,12524.17,1.5
28.499740000000003,90.64,11082.24,1527.01,0.75,12570.12,1.5
28.5164,90.59,11097.65,1528.82,0.75,12616.0,1.5
28.533070000000002,90.64,11070.3,1530.19,0.75,12661.81,1.5
28.549740000000003,90.64,11051.29,1531.55,0.76,12707.87,1.5
28.5664,90.64,11033.27,1533.35,0.76,12754.04,1.5
28.583070000000003,90.64,11074.93,1534.73,0.75,12799.97,1.5
28.59974,90.64,11054.26,1536.09,0.75,12845.89,1.5
28.6164,90.64,11112.06,1537.89,0.75,12891.88,1.51
28.63307,90.66,11110.38,1539.26,0.75,12937.77,1.51
28.649729999999998,90.69,11130.49,1540.63,0.75,12983.58,1.5
28.6664,90.64,11163.99,1542.44,0.75,13029.45,1.5
28.68307,90.66,11136.66,1543.81,0.76,13075.54,1.51
28.69973,90.74,11094.83,1545.17,0.75,13121.48,1.51
28.7164,90.79,11095.42,1546.98,0.76,13167.38,1.5
28.73307,90.77,11075.04,1548.36,0.76,13213.46,1.5
28.74973,90.72,11059.52,1549.71,0.75,13259.39,1.5
28.7664,90.64,11037.15,1551.52,0.75,13305.03,1.5
28.783070000000002,90.66,11076.7,1552.89,0.75,13350.76,1.51
28.79973,90.64,11063.75,1554.25,0.75,13396.71,1.51
28.8164,90.59,11105.43,1556.05,0.75,13442.53,1.5
28.833070000000003,90.45,11122.5,1557.42,0.75,13488.28,1.5
28.849729999999997,90.4,11139.75,1558.77,0.75,13534.2,1.5
28.8664,90.5,11165.04,1560.58,0.75,13579.98,1.5
28.883059999999997,90.48,11176.12,1561.94,0.75,13625.59,1.5
28.899729999999998,90.54,11179.5,1563.31,0.75,13671.41,1.5
28.9164,90.74,11180.5,1565.12,0.75,13717.38,1.5
28.933059999999998,90.82,11132.93,1566.49,0.75,13763.23,1.5
28.94973,90.87,11127.67,1567.85,0.75,13809.04,1.49
28.9664,90.79,11103.96,1569.67,0.76,13855.13,1.49
28.98306,90.79,11093.64,1571.04,0.76,13901.2,1.51
28.99973,90.84,11074.49,1572.41,0.76,13947.18,1.51
29.0164,90.97,11113.34,1574.21,0.76,13993.25,1.49
29.03306,90.92,11137.37,1575.59,0.76,14039.41,1.49
29.04973,90.74,11155.81,1576.96,0.75,14085.37,1.51
29.066390000000002,90.69,11168.56,1578.77,0.75,14131.37,1.51
29.083059999999996,90.82,11182.53,1580.13,0.75,14177.43,1.5
29.099729999999997,90.83,11167.82,1581.49,0.75,14223.31,1.5
29.116390000000003,90.8,11172.76,1583.31,0.75,14269.04,1.5
29.133059999999997,90.74,11148.06,1584.68,0.75,14314.9,1.5
29.149729999999998,90.64,11153.13,1586.04,0.75,14360.99,1.5
29.166390000000003,90.69,11117.46,1587.85,0.74,14406.95,1.5
29.183059999999998,90.77,11096.12,1589.23,0.73,14452.8,1.5
29.19973,90.82,11057.6,1590.59,0.7,14498.88,1.5
29.216390000000004,90.82,11050.67,1592.4,0.68,14544.93,1.5
29.23306,90.69,11038.43,1593.77,0.67,14590.83,1.5
29.24973,90.64,11061.03,1595.14,0.67,14636.86,1.5
29.26639,90.64,11114.24,1596.94,0.66,14682.86,1.5
29.28306,90.64,11156.5,1598.31,0.66,14728.8,1.5
29.29972,90.66,11161.24,1599.67,0.65,14774.64,1.5
29.316390000000002,90.64,11182.04,1601.48,0.65,14820.72,1.5
29.333059999999996,90.74,11161.4,1602.86,0.64,14867.12,1.5
29.34972,90.84,11132.5,1604.22,0.64,14913.22,1.49
29.366390000000003,90.77,11109.81,1606.02,0.64,14959.22,1.49
29.383059999999997,90.72,11093.73,1607.4,0.66,15005.46,1.51
29.399720000000002,90.79,11053.57,1608.77,0.67,15051.59,1.51
29.416390000000003,90.87,11048.35,1610.57,0.68,15097.34,1.49
29.433059999999998,90.87,11025.55,1611.95,0.69,15143.13,1.49
29.449720000000003,90.9,11042.46,1613.32,0.71,15189.21,1.49
29.466390000000004,90.9,11044.25,1615.13,0.73,15235.2,1.49
29.48306,90.87,11079.42,1616.5,0.74,15281.07,1.5
29.49972,90.79,11079.51,1617.86,0.75,15327.09,1.5
29.51639,90.77,11098.18,1619.68,0.77,15372.98,1.5
29.53305,90.82,11118.59,1621.05,0.77,15418.79,1.5
29.54972,90.87,11102.86,1622.41,0.78,15464.82,1.49
29.566390000000002,90.82,11102.52,1624.22,0.78,15510.99,1.49
29.58305,90.77,11100.48,1625.6,0.78,15556.98,1.5
29.59972,90.72,11075.09,1626.96,0.77,15602.63,1.5
29.616390000000003,90.64,11062.13,1628.76,0.78,15648.44,1.51
29.63305,90.64,11042.66,1630.13,0.77,15694.44,1.51
29.649720000000002,90.64,11067.61,1631.5,0.76,15740.14,1.5
29.666390000000003,90.66,11062.09,1633.31,0.75,15785.98,1.5
29.68305,90.74,11080.1,1634.68,0.75,15831.96,1.5
29.699720000000003,90.77,11082.28,1636.04,0.74,15877.68,1.5
29.716379999999997,90.77,11115.97,1637.85,0.75,15923.33,1.51
29.73305,90.77,11131.52,1639.22,0.75,15969.38,1.51
29.74972,90.77,11147.58,1640.58,0.75,16015.33,1.49
29.766379999999998,90.66,11130.43,1642.39,0.75,16061.13,1.49
29.78305,90.58,11109.56,1643.76,0.75,16107.1,1.51
29.79972,90.58,11091.79,1645.12,0.75,16153.3,1.51
29.81638,90.63,11068.84,1646.92,0.74,16199.27,1.5
29.83305,90.79,11056.57,1648.3,0.75,16245.07,1.5
29.84972,90.83,11046.67,1649.66,0.77,16291.04,1.5
29.86638,90.69,11046.83,1651.47,0.77,16337.07,1.5
29.88305,90.69,11065.65,1652.84,0.77,16383.01,1.5
29.899720000000002,90.63,11075.5,1654.21,0.76,16429.03,1.5
29.91638,90.74,11111.03,1656.02,0.74,16475.07,1.5
29.93305,90.72,11151.35,1657.4,0.74,16520.89,1.5
29.949709999999996,90.69,11160.71,1658.75,0.74,16566.64,1.49
29.966379999999997,90.77,11175.57,1660.56,0.75,16612.72,1.49
29.98305,90.79,11160.64,1661.94,0.75,16659.11,1.51
29.999709999999997,90.79,11154.13,1663.31,0.75,16705.22,1.51
30.016379999999998,90.77,11135.97,1665.11,0.75,16751.09,1.5
30.03305,90.77,11092.33,1666.48,0.76,16797.23,1.5
30.049709999999997,90.77,11080.28,1667.85,0.77,16843.27,1.5
30.06638,90.66,11056.51,1669.66,0.77,16888.99,1.5
30.08305,90.66,11074.97,1671.02,0.78,16934.88,1.52
30.099709999999998,90.74,11051.32,1672.39,0.78,16981.04,1.52
30.11638,90.73,11065.48,1674.2,0.78,17027.0,1.49
30.13305,90.66,11104.04,1675.57,0.78,17072.79,1.49
30.14971,90.53,11112.36,1676.93,0.79,17118.79,1.49
30.16638,90.63,11132.93,1678.74,0.78,17164.81,1.49
30.183040000000002,90.71,11110.57,1680.11,0.78,17210.48,1.5
30.199709999999996,90.77,11123.26,1681.48,0.78,17256.27,1.5
30.216379999999997,90.79,11117.43,1683.28,0.78,17302.23,1.5
30.233040000000003,90.77,11105.06,1684.65,0.78,17347.98,1.5
30.249709999999997,90.72,11094.27,1686.02,0.78,17393.84,1.5
30.266379999999998,90.61,11084.66,1687.83,0.78,17439.88,1.5
30.283040000000003,90.64,11085.34,1689.2,0.78,17485.81,1.5
30.299709999999997,90.64,11071.89,1690.56,0.78,17531.66,1.5
30.31638,91.0,11085.34,1692.38,0.78,17577.55,1.49
30.333040000000004,91.18,11114.77,1693.76,0.77,17623.5,1.49
30.349709999999998,91.08,11116.11,1695.12,0.77,17669.27,1.49
30.36637,90.98,11150.25,1696.93,0.77,17715.06,1.49
30.38304,91.0,11127.62,1698.31,0.77,17761.13,1.5
30.39971,90.95,11143.32,1699.68,0.77,17807.3,1.5
30.41637,90.85,11121.24,1701.48,0.76,17853.27,1.51
30.433040000000002,90.87,11110.23,1702.86,0.76,17899.26,1.51
30.449709999999996,90.9,11093.65,1704.23,0.75,17945.43,1.5
30.46637,90.82,11084.35,1706.04,0.75,17991.48,1.5
30.483040000000003,90.87,11049.74,1707.41,0.75,18037.4,1.51
30.499709999999997,90.87,11058.81,1708.77,0.75,18083.43,1.51
30.516370000000002,90.85,11050.03,1710.59,0.75,18129.59,1.49
30.533040000000003,90.87,11039.11,1711.96,0.74,18175.42,1.49
30.549709999999997,90.85,11061.04,1713.32,0.74,18221.14,1.5
30.566370000000003,90.9,11106.24,1715.13,0.75,18267.09,1.5
30.583040000000004,90.82,11109.03,1716.51,0.73,18313.08,1.51
30.5997,90.84,11125.06,1717.88,0.73,18358.81,1.51
30.61637,90.74,11128.32,1719.68,0.73,18404.69,1.52
30.63304,90.66,11142.34,1721.05,0.73,18450.81,1.52
30.6497,90.64,11123.95,1722.42,0.72,18496.71,1.5
30.66637,90.61,11114.24,1724.23,0.73,18542.47,1.5
30.683040000000002,90.61,11062.41,1725.59,0.73,18588.49,1.51
30.6997,90.59,11060.39,1726.95,0.73,18634.43,1.51
30.71637,90.76,11040.17,1728.77,0.73,18680.18,1.51
30.733040000000003,90.87,11028.11,1730.14,0.73,18726.05,1.51
30.7497,90.9,11019.81,1731.5,0.73,18772.03,1.5
30.766370000000002,90.9,11044.15,1733.31,0.72,18817.88,1.5
30.783040000000003,90.85,11030.63,1734.69,0.72,18863.67,1.49
30.7997,90.82,11059.5,1736.06,0.73,18909.7,1.49
30.816370000000003,90.69,11064.32,1737.86,0.73,18955.81,1.51
30.833029999999997,90.69,11079.52,1739.23,0.72,19001.71,1.51
30.8497,90.58,11108.03,1740.59,0.72,19047.63,1.5
30.86637,90.59,11098.12,1742.4,0.72,19093.6,1.5
30.883029999999998,90.59,11060.51,1743.77,0.72,19139.37,1.5
30.8997,90.65,11055.41,1745.13,0.72,19185.14,1.5
30.91637,90.74,11038.75,1746.94,0.73,19231.2,1.51
30.93303,90.74,11029.82,1748.32,0.74,19277.24,1.51
30.9497,90.77,11032.73,1749.67,0.74,19323.17,1.5
30.96637,90.82,11062.04,1751.48,0.75,19369.24,1.5
30.98303,90.82,11033.84,1752.86,0.74,19415.44,1.51
30.9997,90.77,11071.16,1754.23,0.74,19461.52,1.51
31.016370000000002,90.74,11092.59,1756.03,0.74,19507.46,1.5
31.03303,90.74,11111.09,1757.4,0.75,19553.56,1.5
31.0497,90.72,11115.0,1758.77,0.76,19599.61,1.5
31.066359999999996,90.66,11119.15,1760.58,0.76,19645.49,1.5
31.083029999999997,90.74,11101.06,1761.95,0.76,19691.55,1.5
31.0997,90.79,11109.65,1763.31,0.76,19737.64,1.5
31.116359999999997,90.9,11065.67,1765.13,0.73,19783.59,1.49
31.133029999999998,90.87,11070.54,1766.5,0.73,19829.47,1.49
31.1497,90.87,11053.4,1767.86,0.73,19875.55,1.49
31.166359999999997,90.9,11055.16,1769.67,0.73,19921.77,1.49
31.18303,90.87,11039.18,1771.05,0.74,19967.53,1.51
31.1997,90.9,11057.2,1772.42,0.74,20013.37,1.51
31.216359999999998,90.82,11083.48,1774.22,0.74,20059.47,1.49
31.23303,90.82,11097.65,1775.6,0.74,20105.38,1.49
31.24969,90.9,11127.47,1776.97,0.76,20151.32,1.51
31.26636,90.9,11151.44,1778.78,0.75,20197.36,1.51
31.28303,90.9,11138.22,1780.15,0.75,20243.42,1.5
31.299690000000002,90.9,11131.46,1781.52,0.75,20289.39,1.5
31.316359999999996,90.87,11108.05,1783.33,0.74,20335.26,1.5
