Job Time (min),Dirty Rate (bpm),Pressure (psi),Slurry Total (bbls),Proppant Conc (ppg),Total Proppant (lbs),Friction Reducer (gpt)
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.98,6679.42,3.04,0.0,0.0,0.0
0.016669999999999997,1.76,6680.48,3.06,0.0,0.0,0.0
0.03333,1.21,6679.06,3.09,0.0,0.0,0.0
0.05,1.62,6676.31,3.12,0.0,0.0,0.0
0.06667000000000001,1.64,6677.82,3.15,0.0,0.0,0.0
0.08333,1.9,6677.98,3.18,0.0,0.0,0.0
0.1,1.73,6676.89,3.21,0.0,0.0,0.0
0.11667000000000001,2.68,6680.76,3.25,0.0,0.0,0.0
0.13333,1.9,6683.18,3.29,0.0,0.0,0.0
0.15,1.39,6681.74,3.32,0.0,0.0,0.0
0.16667,1.64,6681.76,3.34,0.0,0.0,0.0
0.18333,1.21,6680.06,3.38,0.0,0.0,0.0
0.2,2.94,6676.1,3.4,0.0,0.0,0.0
0.21666999999999997,1.56,6678.93,3.45,0.0,0.0,0.0
0.23333,1.13,6679.78,3.47,0.0,0.0,0.0
0.25,1.9,6679.54,3.5,0.0,0.0,0.0
0.26666999999999996,1.39,6679.13,3.54,0.0,0.0,0.0
0.28333,0.87,6676.22,3.55,0.0,0.0,0.0
0.3,1.3,6672.9,3.57,0.0,0.0,0.0
0.31667,0.95,6673.97,3.6,0.0,0.0,0.0
0.33333,1.99,6678.21,3.62,0.0,0.0,0.0
0.35,1.39,6679.89,3.68,0.0,0.0,0.0
0.36667,2.37,6678.68,3.73,0.0,0.0,0.0
0.38333,1.95,6676.54,3.76,0.0,0.0,0.0
0.4,0.35,6678.44,3.79,0.0,0.0,0.0
0.41667,0.95,6693.54,3.79,0.0,0.0,0.0
0.43333,1.46,6722.33,3.81,0.0,0.0,0.0
0.45,2.34,6745.66,3.84,0.0,0.0,0.0
0.46667,2.28,6763.59,3.88,0.0,0.0,0.0
0.48333000000000004,1.59,6765.25,3.92,0.0,0.0,0.0
0.5,1.85,6766.73,3.95,0.0,0.0,0.0
0.51667,1.9,6771.03,3.99,0.0,0.0,0.0
0.53333,1.9,6781.77,4.02,0.0,0.0,0.0
0.55,1.82,6805.07,4.05,0.0,0.0,0.0
0.56667,1.9,6830.9,4.09,0.0,0.0,0.0
0.58333,1.82,6850.73,4.13,0.0,0.0,0.0
0.6,1.82,6869.9,4.16,0.0,0.0,0.0
0.6166699999999999,1.9,6868.33,4.18,0.0,0.0,0.0
0.6333300000000001,1.82,6876.98,4.22,0.0,0.0,0.0
0.65,1.82,6882.76,4.26,0.0,0.0,0.0
0.66667,1.9,6894.16,4.29,0.0,0.0,0.0
0.68333,1.82,6909.75,4.32,0.0,0.0,0.0
0.7,1.86,6922.03,4.34,0.0,0.0,0.0
0.71667,1.77,6928.59,4.39,0.0,0.0,0.0
0.73333,2.16,6942.23,4.45,0.0,0.0,0.0
0.75,2.29,6947.94,4.47,0.0,0.0,0.0
0.76667,1.93,6954.78,4.5,0.0,0.0,0.0
0.78333,1.82,6962.74,4.54,0.0,0.0,0.0
0.8,1.82,6974.72,4.57,0.0,0.0,0.0
0.81667,1.82,6979.36,4.6,0.0,0.0,0.0
0.8333299999999999,1.82,6981.86,4.64,0.0,0.0,0.0
0.85,1.82,6988.51,4.67,0.0,0.0,0.0
0.86667,1.82,6992.85,4.7,0.0,0.0,0.0
0.88333,1.82,6998.38,4.73,0.0,0.0,0.0
0.9,1.82,7002.24,4.76,0.0,0.0,0.0
0.9166700000000001,1.82,7004.21,4.8,0.0,0.0,0.0
0.9333299999999999,1.82,7014.77,4.83,0.0,0.0,0.0
0.95,1.82,7013.98,4.86,0.0,0.0,0.0
0.96667,1.73,7021.03,4.89,0.0,0.0,0.0
0.9833299999999999,1.82,7033.8,4.93,0.0,0.0,0.0
1.0,2.42,7093.59,4.96,0.0,0.0,0.0
1.01667,3.98,7180.49,5.02,0.0,0.0,0.0
1.0333299999999999,5.02,7266.17,5.11,0.0,0.0,0.0
1.05,7.01,7354.52,5.22,0.0,0.0,0.0
1.06667,7.56,7435.1,5.38,0.0,0.0,0.0
1.08333,8.72,7491.44,5.51,0.0,0.0,0.0
1.1,9.46,7527.01,5.68,0.0,0.0,0.0
1.11667,10.17,7568.9,5.87,0.0,0.0,0.0
1.13333,10.04,7624.92,6.03,0.0,0.0,0.0
1.15,10.37,7668.46,6.19,0.0,0.0,0.0
1.16667,11.12,7711.47,6.4,0.0,0.0,0.0
1.18333,10.73,7747.93,6.58,0.0,0.0,0.0
1.2,10.58,7759.44,6.76,0.0,0.0,0.0
1.2166700000000001,10.25,7780.96,6.94,0.0,0.0,0.0
1.23333,10.01,7767.51,7.1,0.0,0.0,0.0
1.25,10.65,7785.67,7.28,0.0,0.0,0.0
1.26667,10.93,7766.45,7.48,0.0,0.0,0.0
1.2833299999999999,10.03,7768.9,7.64,0.0,0.0,0.0
1.3,10.25,7764.16,7.81,0.0,0.0,0.0
1.31667,10.34,7760.54,8.01,0.0,0.0,0.0
1.33333,9.87,7737.41,8.17,0.0,0.0,0.0
1.35,9.66,7757.22,8.32,0.0,0.0,0.0
1.36667,10.13,7748.39,8.51,0.0,0.0,0.0
1.38333,10.57,7743.02,8.69,0.0,0.0,0.0
1.4,10.25,7740.15,8.85,0.0,0.0,0.0
1.41667,10.3,7736.01,9.04,0.0,0.0,0.0
1.43333,10.32,7739.34,9.2,0.0,0.0,0.0
1.45,10.27,7718.07,9.37,0.0,0.0,0.0
1.4666700000000001,9.93,7725.38,9.55,0.0,0.0,0.0
1.48333,10.5,7720.58,9.72,0.0,0.0,0.0
1.5,10.15,7717.24,9.88,0.0,0.0,0.0
1.51667,9.64,7720.94,10.06,0.0,0.0,0.0
1.5333299999999999,10.53,7710.49,10.23,0.0,0.0,0.0
1.55,10.61,7715.28,10.4,0.0,0.0,0.0
1.56667,9.79,7720.16,10.58,0.0,0.0,0.0
1.58333,9.89,7729.08,10.75,0.0,0.0,0.0
1.6,10.15,7711.61,10.91,0.0,0.0,0.0
1.61667,10.14,7712.2,11.09,0.0,0.0,0.0
1.63333,10.23,7705.81,11.26,0.0,0.0,0.0
1.65,9.87,7717.16,11.42,0.0,0.0,0.0
1.66667,10.03,7709.11,11.61,0.0,0.0,0.0
1.68333,10.32,7710.87,11.77,0.0,0.0,0.0
1.7,10.38,7709.17,11.94,0.0,0.0,0.0
1.7166700000000001,10.2,7716.14,12.13,0.0,0.0,0.0
1.73333,10.44,7712.8,12.3,0.0,0.0,0.0
1.75,10.44,7711.99,12.46,0.0,0.0,0.0
1.76667,9.79,7719.44,12.64,0.0,0.0,0.0
1.7833299999999999,10.18,7721.68,12.81,0.0,0.0,0.0
1.8,10.48,7714.11,12.98,0.0,0.0,0.0
1.81667,10.28,7706.79,13.17,0.0,0.0,0.0
1.83333,10.08,7706.94,13.33,0.0,0.0,0.0
1.85,10.12,7705.71,13.5,0.0,0.0,0.0
1.86667,10.3,7699.23,13.69,0.0,0.0,0.0
1.88333,9.94,7691.52,13.84,0.0,0.0,0.0
1.9,10.08,7705.73,14.01,0.0,0.0,0.0
1.91667,10.65,7711.76,14.22,0.0,0.0,0.0
1.93333,10.17,7696.66,14.38,0.0,0.0,0.0
1.95,10.28,7701.11,14.54,0.0,0.0,0.0
1.9666700000000001,9.96,7719.61,14.72,0.0,0.0,0.0
1.98333,9.89,7698.83,14.89,0.0,0.0,0.0
2.0,10.47,7712.15,15.06,0.0,0.0,0.0
2.01667,10.18,7692.53,15.24,0.0,0.0,0.0
2.03333,10.25,7715.46,15.41,0.0,0.0,0.0
2.05,10.52,7714.31,15.59,0.0,0.0,0.0
2.0666700000000002,10.16,7713.05,15.77,0.0,0.0,0.0
2.08333,10.06,7706.79,15.93,0.0,0.0,0.0
2.1,9.77,7709.84,16.08,0.0,0.0,0.0
2.11667,9.81,7712.89,16.27,0.0,0.0,0.0
2.13333,9.77,7706.34,16.43,0.0,0.0,0.0
2.15,10.03,7705.14,16.59,0.0,0.0,0.0
2.16667,10.78,7709.31,16.8,0.0,0.0,0.0
2.1833299999999998,10.49,7704.64,16.97,0.0,0.0,0.0
2.2,10.11,7703.91,17.13,0.0,0.0,0.0
2.21667,9.82,7698.98,17.3,0.0,0.0,0.0
2.23333,10.07,7709.26,17.47,0.0,0.0,0.0
2.25,10.36,7713.15,17.64,0.0,0.0,0.0
2.26667,10.05,7709.55,17.83,0.0,0.0,0.0
2.28333,10.78,7711.12,18.0,0.0,0.0,0.0
2.3,10.72,7715.35,18.17,0.0,0.0,0.0
2.3166700000000002,10.08,7703.31,18.36,0.0,0.0,0.0
2.33333,10.16,7705.53,18.53,0.0,0.0,0.0
2.35,10.29,7705.93,18.69,0.0,0.0,0.0
2.36667,10.57,7720.04,18.89,0.0,0.0,0.0
2.38333,10.62,7712.28,19.06,0.0,0.0,0.0
2.4,10.15,7719.54,19.22,0.0,0.0,0.0
2.41667,10.12,7729.51,19.4,0.0,0.0,0.0
2.4333299999999998,10.2,7729.54,19.57,0.0,0.0,0.0
2.45,10.02,7720.3,19.74,0.0,0.0,0.0
2.46667,10.0,7711.74,19.92,0.0,0.0,0.0
2.48333,9.87,7715.76,20.07,0.0,0.0,0.0
2.5,10.5,7708.87,20.24,0.0,0.0,0.0
2.51666,10.47,7714.09,20.45,0.0,0.0,0.0
2.53333,10.29,7711.98,20.61,0.0,0.0,0.0
2.55,10.71,7717.45,20.78,0.0,0.0,0.0
2.5666599999999997,9.82,7718.46,20.96,0.0,0.0,0.0
2.58333,9.95,7705.83,21.13,0.0,0.0,0.0
2.6,10.68,7705.57,21.3,0.0,0.0,0.0
2.61666,10.34,7712.86,21.49,0.0,0.0,0.0
2.63333,10.42,7713.63,21.66,0.0,0.0,0.0
2.65,10.03,7714.77,21.82,0.0,0.0,0.0
2.66666,10.29,7714.89,22.02,0.0,0.0,0.0
2.6833299999999998,10.6,7718.5,22.18,0.0,0.0,0.0
2.7,10.26,7717.1,22.34,0.0,0.0,0.0
2.71666,10.5,7717.76,22.55,0.0,0.0,0.0
2.73333,10.53,7722.72,22.71,0.0,0.0,0.0
2.75,10.76,7721.33,22.88,0.0,0.0,0.0
2.76666,10.33,7714.84,23.07,0.0,0.0,0.0
2.78333,9.94,7726.58,23.24,0.0,0.0,0.0
2.8,9.83,7727.02,23.39,0.0,0.0,0.0
2.8166599999999997,9.68,7728.21,23.57,0.0,0.0,0.0
2.83333,9.98,7728.04,23.73,0.0,0.0,0.0
2.85,10.47,7728.9,23.91,0.0,0.0,0.0
2.86666,9.94,7726.46,24.09,0.0,0.0,0.0
2.88333,10.44,7715.98,24.26,0.0,0.0,0.0
2.9,10.44,7720.42,24.42,0.0,0.0,0.0
2.91666,9.63,7726.61,24.61,0.0,0.0,0.0
2.9333299999999998,10.46,7728.03,24.78,0.0,0.0,0.0
2.95,10.81,7738.02,24.94,0.0,0.0,0.0
2.96666,10.05,7714.42,25.13,0.0,0.0,0.0
2.98333,9.79,7717.02,25.3,0.0,0.0,0.0
3.0,10.02,7718.67,25.46,0.0,0.0,0.0
3.01666,10.67,7732.53,25.65,0.0,0.0,0.0
3.03333,10.98,7716.69,25.83,0.0,0.0,0.0
3.05,10.46,7730.3,26.0,0.0,0.0,0.0
3.0666599999999997,10.02,7722.12,26.19,0.0,0.0,0.0
3.08333,10.52,7728.77,26.35,0.0,0.0,0.0
3.1,10.47,7726.55,26.51,0.0,0.0,0.0
3.11666,9.8,7724.23,26.7,0.0,0.0,0.0
3.13333,9.94,7729.27,26.87,0.0,0.0,0.0
3.15,10.36,7723.1,27.03,0.0,0.0,0.0
3.16666,10.23,7727.7,27.22,0.0,0.0,0.0
3.1833299999999998,10.6,7713.9,27.39,0.0,0.0,0.0
3.2,10.32,7720.72,27.56,0.0,0.0,0.0
3.21666,10.16,7726.77,27.74,0.0,0.0,0.0
3.23333,10.37,7716.03,27.91,0.0,0.0,0.0
3.25,10.08,7720.19,28.08,0.0,0.0,0.0
3.26666,9.99,7723.01,28.26,0.0,0.0,0.0
3.2833300000000003,10.39,7726.42,28.42,0.0,0.0,0.0
3.3,10.52,7716.77,28.59,0.0,0.0,0.0
3.3166599999999997,10.39,7723.28,28.8,0.0,0.0,0.0
3.33333,9.98,7730.16,28.95,0.0,0.0,0.0
3.35,9.92,7738.45,29.11,0.0,0.0,0.0
3.36666,10.37,7719.46,29.3,0.0,0.0,0.0
3.3833300000000004,10.02,7729.48,29.47,0.0,0.0,0.0
3.4,10.11,7730.35,29.63,0.0,0.0,0.0
3.41666,10.12,7730.65,29.81,0.0,0.0,0.0
3.43333,10.33,7715.82,29.98,0.0,0.0,0.0
3.45,10.41,7723.46,30.15,0.0,0.0,0.0
3.46666,10.6,7726.0,30.35,0.0,0.0,0.0
3.4833300000000005,10.29,7725.39,30.51,0.0,0.0,0.0
3.5,10.42,7716.7,30.68,0.0,0.0,0.0
3.51666,10.25,7713.67,30.88,0.0,0.0,0.0
3.5333300000000003,10.34,7716.59,31.05,0.0,0.0,0.0
3.55,10.37,7718.26,31.2,0.0,0.0,0.0
3.5666599999999997,9.87,7720.04,31.39,0.0,0.0,0.0
3.58333,10.32,7715.72,31.56,0.0,0.0,0.0
3.6,10.47,7722.17,31.73,0.0,0.0,0.0
3.61666,10.15,7731.88,31.91,0.0,0.0,0.0
3.6333300000000004,10.32,7739.26,32.08,0.0,0.0,0.0
3.65,10.21,7734.72,32.25,0.0,0.0,0.0
3.66666,10.01,7737.64,32.43,0.0,0.0,0.0
3.68333,10.13,7732.09,32.59,0.0,0.0,0.0
3.7,10.23,7722.64,32.76,0.0,0.0,0.0
3.71666,10.2,7719.7,32.96,0.0,0.0,0.0
3.7333300000000005,10.1,7726.53,33.12,0.0,0.0,0.0
3.75,10.59,7726.54,33.28,0.0,0.0,0.0
3.76666,10.63,7734.6,33.48,0.0,0.0,0.0
3.7833300000000003,10.13,7725.83,33.65,0.0,0.0,0.0
3.8,9.89,7723.79,33.81,0.0,0.0,0.0
3.8166599999999997,10.19,7730.65,33.99,0.0,0.0,0.0
3.83333,10.55,7724.82,34.16,0.0,0.0,0.0
3.85,10.68,7728.09,34.34,0.0,0.0,0.0
3.86666,10.15,7726.83,34.53,0.0,0.0,0.0
3.8833300000000004,10.03,7736.49,34.69,0.0,0.0,0.0
3.9,10.52,7728.28,34.85,0.0,0.0,0.0
3.91666,10.88,7736.64,35.07,0.0,0.0,0.0
3.93333,10.31,7739.6,35.23,0.0,0.0,0.0
3.95,9.86,7730.06,35.38,0.0,0.0,0.0
3.96666,10.42,7727.4,35.58,0.0,0.0,0.0
3.9833300000000005,10.13,7726.46,35.74,0.0,0.0,0.0
4.0,9.87,7733.65,35.9,0.0,0.0,0.0
4.01666,10.56,7726.76,36.09,0.0,0.0,0.0
4.03333,10.6,7733.92,36.27,0.0,0.0,0.0
4.05,10.48,7735.4,36.44,0.0,0.0,0.0
4.06666,10.31,7732.06,36.63,0.0,0.0,0.0
4.08333,10.5,7739.32,36.8,0.0,0.0,0.0
4.1,9.87,7733.59,36.95,0.0,0.0,0.0
4.1166599999999995,10.33,7745.62,37.15,0.0,0.0,0.0
4.13333,10.86,7740.25,37.33,0.0,0.0,0.0
4.15,10.24,7721.26,37.48,0.0,0.0,0.0
4.16667,10.28,7729.21,37.68,0.0,0.0,0.0
4.183330000000001,10.36,7727.0,37.85,0.0,0.0,0.0
4.2,9.9,7730.35,38.0,0.0,0.0,0.0
4.21667,10.37,7731.92,38.19,0.0,0.0,0.0
4.2333300000000005,10.84,7738.44,38.37,0.0,0.0,0.0
4.25,10.27,7747.49,38.53,0.0,0.0,0.0
4.2666699999999995,10.15,7738.19,38.73,0.0,0.0,0.0
4.28333,9.86,7732.91,38.88,0.0,0.0,0.0
4.3,9.68,7735.69,39.04,0.0,0.0,0.0
4.316669999999999,10.29,7740.54,39.24,0.0,0.0,0.0
4.33333,10.39,7740.41,39.4,0.0,0.0,0.0
4.35,10.63,7742.92,39.57,0.0,0.0,0.0
4.36667,10.23,7740.82,39.76,0.0,0.0,0.0
4.3833400000000005,10.05,7747.22,39.93,0.0,0.0,0.0
4.4,10.63,7736.37,40.1,0.0,0.0,0.0
4.41667,10.65,7730.5,40.3,0.0,0.0,0.0
4.43334,10.42,7729.92,40.46,0.0,0.0,0.0
4.45,10.0,7733.09,40.63,0.0,0.0,0.0
4.46667,9.55,7730.37,40.81,0.0,0.0,0.0
4.48334,10.71,7723.02,40.98,0.0,0.0,0.0
4.5,11.33,7733.81,41.15,0.0,0.0,0.0
4.5166699999999995,10.5,7728.65,41.36,0.0,0.0,0.0
4.53334,10.0,7732.53,41.52,0.0,0.0,0.0
4.55,9.92,7737.52,41.67,0.0,0.0,0.0
4.566669999999999,10.26,7737.17,41.86,0.0,0.0,0.0
4.58334,10.1,7732.73,42.03,0.0,0.0,0.0
4.6,10.08,7732.5,42.19,0.0,0.0,0.0
4.61667,10.23,7740.9,42.38,0.0,0.0,0.0
4.6333400000000005,10.54,7742.5,42.55,0.0,0.0,0.0
4.65001,10.32,7730.1,42.71,0.0,0.0,0.0
4.66667,10.19,7736.33,42.91,0.0,0.0,0.0
4.68334,10.34,7730.27,43.06,0.0,0.0,0.0
4.70001,10.02,7738.08,43.23,0.0,0.0,0.0
4.71667,10.39,7729.7,43.43,0.0,0.0,0.0
4.73334,10.32,7729.96,43.59,0.0,0.0,0.0
4.75001,9.86,7729.58,43.74,0.0,0.0,0.0
4.7666699999999995,10.23,7735.65,43.94,0.0,0.0,0.0
4.78334,10.62,7729.59,44.11,0.0,0.0,0.0
4.800009999999999,10.36,7718.16,44.27,0.0,0.0,0.0
4.816669999999999,10.65,7723.76,44.47,0.0,0.0,0.0
4.83334,10.5,7728.24,44.64,0.0,0.0,0.0
4.85001,10.81,7729.52,44.82,0.0,0.0,0.0
4.86667,10.32,7737.63,45.01,0.0,0.0,0.0
4.8833400000000005,9.79,7731.24,45.16,0.0,0.0,0.0
4.90001,10.28,7723.35,45.33,0.0,0.0,0.0
4.91668,10.28,7736.52,45.53,0.0,0.0,0.0
4.93334,10.21,7735.42,45.69,0.0,0.0,0.0
4.95001,10.47,7737.02,45.85,0.0,0.0,0.0
4.96668,10.32,7726.46,46.05,0.0,0.0,0.0
4.98334,9.97,7736.2,46.2,0.0,0.0,0.0
5.00001,9.85,7729.28,46.36,0.0,0.0,0.0
5.01668,10.11,7731.23,46.55,0.0,0.0,0.0
5.03334,10.18,7720.25,46.71,0.0,0.0,0.0
5.050009999999999,10.24,7732.97,46.88,0.0,0.0,0.0
5.06668,10.67,7724.61,47.08,0.0,0.0,0.0
5.08334,10.61,7726.04,47.25,0.0,0.0,0.0
5.10001,10.62,7711.68,47.41,0.0,0.0,0.0
5.116680000000001,10.85,7732.07,47.63,0.0,0.0,0.0
5.13335,11.24,7727.77,47.81,0.0,0.0,0.0
5.15001,10.89,7723.51,47.97,0.0,0.0,0.0
5.16668,9.99,7729.02,48.15,0.0,0.0,0.0
5.18335,10.56,7732.51,48.32,0.0,0.0,0.0
5.20001,10.34,7747.06,48.49,0.0,0.0,0.0
5.21668,9.93,7722.81,48.67,0.0,0.0,0.0
5.23335,10.39,7732.46,48.84,0.0,0.0,0.0
5.25001,10.62,7740.11,49.01,0.0,0.0,0.0
5.26668,10.39,7739.03,49.21,0.0,0.0,0.0
5.28335,10.57,7738.17,49.38,0.0,0.0,0.0
5.300009999999999,10.23,7726.29,49.54,0.0,0.0,0.0
5.31668,9.71,7731.83,49.72,0.0,0.0,0.0
5.33335,10.35,7735.01,49.89,0.0,0.0,0.0
5.35001,10.15,7741.43,50.05,0.0,0.0,0.0
5.366680000000001,10.58,7723.85,50.25,0.0,0.0,0.0
5.38335,10.42,7725.76,50.42,0.0,0.0,0.0
5.40002,9.76,7717.12,50.58,0.0,0.0,0.0
5.41668,10.69,7734.7,50.78,0.0,0.0,0.0
5.43335,10.6,7730.08,50.94,0.0,0.0,0.0
5.450019999999999,10.29,7733.63,51.11,0.0,0.0,0.0
5.46668,10.59,7736.35,51.32,0.0,0.0,0.0
5.48335,10.85,7743.22,51.48,0.0,0.0,0.0
5.50002,10.8,7745.05,51.66,0.0,0.0,0.0
5.51668,10.1,7743.46,51.85,0.0,0.0,0.0
5.53335,10.65,7744.65,52.02,0.0,0.0,0.0
5.55002,10.74,7746.27,52.18,0.0,0.0,0.0
5.56668,9.84,7740.39,52.37,0.0,0.0,0.0
5.58335,10.35,7738.34,52.54,0.0,0.0,0.0
5.60002,10.4,7749.87,52.71,0.0,0.0,0.0
5.616680000000001,9.88,7742.38,52.89,0.0,0.0,0.0
5.63335,10.09,7741.46,53.06,0.0,0.0,0.0
5.65002,10.28,7722.29,53.22,0.0,0.0,0.0
5.66669,9.39,7735.79,53.42,0.0,0.0,0.0
5.68335,6.56,7728.41,53.57,0.0,0.0,0.0
5.700019999999999,6.44,7739.78,53.67,0.0,0.0,0.0
5.71669,8.67,7736.1,53.85,0.0,0.0,0.0
5.73335,9.9,7738.2,54.01,0.0,0.0,0.0
5.75002,9.73,7733.95,54.15,0.0,0.0,0.0
5.7666900000000005,9.84,7725.15,54.35,0.0,0.0,0.0
5.78335,10.54,7725.01,54.52,0.0,0.0,0.0
5.80002,10.67,7727.2,54.68,0.0,0.0,0.0
5.81669,10.44,7728.75,54.89,0.0,0.0,0.0
5.83335,10.86,7733.82,55.06,0.0,0.0,0.0
5.85002,10.97,7730.44,55.23,0.0,0.0,0.0
5.86669,11.1,7736.73,55.45,0.0,0.0,0.0
5.88336,10.85,7734.8,55.61,0.0,0.0,0.0
5.90002,10.14,7734.4,55.76,0.0,0.0,0.0
5.91669,10.68,7734.2,55.98,0.0,0.0,0.0
5.9333599999999995,11.51,7737.69,56.16,0.0,0.0,0.0
5.950019999999999,11.48,7739.1,56.33,0.0,0.0,0.0
5.96669,10.68,7728.4,56.55,0.0,0.0,0.0
5.98336,10.68,7739.54,56.72,0.0,0.0,0.0
6.00002,11.07,7735.12,56.89,0.0,0.0,0.0
6.0166900000000005,10.6,7740.21,57.1,0.0,0.0,0.0
6.03336,10.63,7739.77,57.26,0.0,0.0,0.0
6.05002,11.43,7769.28,57.44,0.0,0.0,0.0
6.06669,11.38,7793.05,57.67,0.0,0.0,0.0
6.08336,10.91,7848.58,57.83,0.0,0.0,0.0
6.10002,11.88,7908.01,58.02,0.0,0.0,0.0
6.11669,13.54,7971.01,58.3,0.0,0.0,0.0
6.13336,13.86,8034.47,58.51,0.0,0.0,0.0
6.15003,14.85,8090.45,58.73,0.0,0.0,0.0
6.16669,16.15,8115.77,59.06,0.0,0.0,0.0
6.1833599999999995,16.41,8125.18,59.31,0.0,0.0,0.55
6.20003,16.62,8139.34,59.57,0.0,0.0,0.55
6.21669,17.11,8170.28,59.9,0.0,0.0,0.6
6.23336,17.53,8204.4,60.17,0.0,0.0,0.6
6.250030000000001,18.0,8232.07,60.45,0.0,0.0,0.76
6.2666900000000005,19.48,8274.75,60.85,0.0,0.0,0.76
6.28336,19.85,8311.9,61.14,0.0,0.0,0.82
6.3000300000000005,19.77,8334.29,61.44,0.0,0.0,0.82
6.31669,20.99,8368.1,61.87,0.0,0.0,0.86
6.33336,21.7,8392.11,62.2,0.0,0.0,0.86
6.35003,21.77,8439.93,62.52,0.0,0.0,0.87
6.36669,21.31,8476.35,62.95,0.0,0.0,0.87
6.38336,22.11,8514.27,63.3,0.0,0.0,0.93
6.40003,23.41,8594.01,63.65,0.0,0.0,0.93
6.4167,23.62,8648.03,64.11,0.0,0.0,0.91
6.4333599999999995,24.46,8712.56,64.48,0.0,0.0,0.91
6.45003,25.6,8745.57,64.88,0.0,0.0,0.9
6.4667,25.5,8786.11,65.39,0.0,0.0,0.9
6.48336,25.84,8809.94,65.78,0.0,0.0,0.89
6.500030000000001,26.83,8857.52,66.18,0.0,0.0,0.89
6.5167,27.01,8877.69,66.73,0.0,0.0,0.93
6.53336,26.9,8897.85,67.14,0.0,0.0,0.93
6.5500300000000005,26.96,8891.31,67.54,0.0,0.0,0.95
6.5667,26.42,8913.53,68.07,0.0,0.0,0.95
6.583360000000001,26.22,8933.11,68.46,0.0,0.0,0.99
6.60003,26.08,8948.85,68.86,0.0,0.0,0.99
6.6167,26.11,8966.1,69.38,0.0,0.0,1.05
6.633369999999999,26.12,8959.21,69.78,0.0,0.0,1.05
6.65003,25.84,8973.5,70.17,0.0,0.0,1.01
6.6667,26.1,8970.97,70.7,0.0,0.0,1.01
6.68337,25.84,8973.46,71.08,0.0,0.0,1.0
6.70003,25.71,8998.82,71.47,0.0,0.0,1.0
6.7167,25.97,9004.96,72.0,0.0,0.0,1.01
6.73337,26.07,9032.99,72.4,0.0,0.0,1.01
6.750030000000001,26.41,9068.81,72.79,0.0,0.0,0.99
6.7667,26.57,9084.19,73.32,0.0,0.0,0.99
6.78337,26.44,9110.46,73.73,0.0,0.0,0.98
6.8000300000000005,26.33,9122.36,74.13,0.0,0.0,0.98
6.8167,27.04,9116.77,74.66,0.0,0.0,0.98
6.8333699999999995,27.16,9121.05,75.07,0.0,0.0,0.98
6.85003,27.16,9113.31,75.49,0.0,0.0,0.98
6.8667,26.72,9111.96,76.03,0.0,0.0,0.98
6.883369999999999,26.52,9095.28,76.42,0.0,0.0,0.99
6.90004,27.06,9107.11,76.83,0.0,0.0,0.99
6.9167,27.16,9112.76,77.39,0.0,0.0,1.01
6.93337,26.67,9120.1,77.79,0.0,0.0,1.01
6.9500399999999996,26.7,9130.67,78.18,0.0,0.0,1.03
6.9667,26.98,9151.42,78.73,0.0,0.0,1.03
6.98337,26.77,9170.43,79.14,0.0,0.0,0.99
7.000039999999999,26.93,9179.64,79.55,0.0,0.0,0.99
7.0167,27.71,9186.99,80.09,0.0,0.0,0.97
7.03337,28.02,9203.3,80.52,0.0,0.0,0.97
7.050039999999999,28.18,9219.49,80.95,0.0,0.0,0.96
7.0667,28.08,9255.54,81.52,0.0,0.0,0.96
7.0833699999999995,28.18,9260.37,81.94,0.0,0.0,0.99
7.100039999999999,27.89,9263.42,82.36,0.0,0.0,0.99
7.1167,27.82,9274.64,82.92,0.0,0.0,1.0
7.133369999999999,28.41,9269.41,83.35,0.0,0.0,1.0
7.15004,27.99,9261.77,83.76,0.0,0.0,1.01
7.166710000000001,28.06,9260.25,84.33,0.0,0.0,1.01
7.18337,28.1,9267.97,84.76,0.0,0.0,0.99
7.2000399999999996,27.97,9266.23,85.18,0.0,0.0,0.99
7.216710000000001,28.34,9264.72,85.74,0.0,0.0,0.98
7.23337,27.97,9263.09,86.17,0.0,0.0,0.98
7.250039999999999,28.18,9280.67,86.6,0.0,0.0,0.91
7.266710000000001,28.39,9286.85,87.17,0.0,0.0,0.91
7.28337,28.21,9308.95,87.59,0.0,0.0,1.02
7.300039999999999,27.9,9307.68,88.01,0.0,0.0,1.02
7.3167100000000005,28.44,9295.93,88.58,0.0,0.0,1.01
7.3333699999999995,28.58,9288.02,89.02,0.0,0.0,1.01
7.350039999999999,28.03,9294.54,89.43,0.0,0.0,1.0
7.36671,28.12,9284.24,90.0,0.0,0.0,1.0
7.383380000000001,28.44,9311.94,90.43,0.0,0.0,0.99
7.40004,28.23,9364.52,90.86,0.0,0.0,0.99
7.416710000000001,28.68,9439.64,91.43,0.0,0.0,0.97
7.4333800000000005,29.75,9512.31,91.88,0.0,0.0,0.97
7.4500399999999996,30.55,9576.17,92.35,0.0,0.0,0.93
7.466710000000001,31.57,9695.94,92.98,0.0,0.0,0.93
7.48338,32.24,9735.51,93.46,0.0,0.0,0.91
7.500039999999999,32.66,9821.79,93.95,0.0,0.0,0.91
7.516710000000001,33.55,9871.95,94.64,0.0,0.0,0.94
7.53338,33.76,9906.89,95.15,0.0,0.0,0.94
